"","CBJMJ00700","CBJMJ01400","CBJMJ02800","CBJMJ04200","CBJMJ04201","CBJMJ04202","CBJMJ04203","CHCFJ00700","CHCFJ01400","CHCFJ02800","CHCFJ04200","CHCFJ05601","CHCFJ05602","CHCFJ05603","DGYFJ06201","DGYFJ06202","DGYFJ06203","DGYMJ06201","DGYMJ06202","DGYMJ06203","DHCFJ07801","DHCFJ07802","DHCFJ07803","DHCMJ07801","DHCMJ07802","DHCMJ07803","DHKFJ23501","DHKFJ23502","DHKFJ23503","DSLFJ04101","DSLFJ04102","DSLFJ04103","DSLMJ04101","DSLMJ04102","DSLMJ04103","DSTFJ04001","DSTFJ04002","DSTFJ04003","DSTMJ04001","DSTMJ04002","DSTMJ04003","HBJMJ00700","HBJMJ01400","HBJMJ02800","HBJMJ04200","HBJMJ04201","HBJMJ04202","HBJMJ04203","HHCFJ00700","HHCFJ01400","HHCFJ02800","HHCFJ04200","HHCFJ05601","HHCFJ05602","HHCFJ05603","LBJMJ00700","LBJMJ01400","LBJMJ02800","LBJMJ04200","LBJMJ04201","LBJMJ04202","LBJMJ04203","LHCFJ00700","LHCFJ01400","LHCFJ02800","LHCFJ04200","LHCFJ05601","LHCFJ05602","LHCFJ05603","MBJMJ00700","MBJMJ01400","MBJMJ02800","MBJMJ04200","MBJMJ04201","MBJMJ04202","MBJMJ04203","MHCFJ00700","MHCFJ01400","MHCFJ02800","MHCFJ04200","MHCFJ05601","MHCFJ05602","MHCFJ05603","NBJMJ00100","NBJMJ00700","NBJMJ01400","NBJMJ02800","NBJMJ04200","NBJMJ04201","NBJMJ04202","NBJMJ04203","NHCFJ00100","NHCFJ00700","NHCFJ01400","NHCFJ02800","NHCFJ04200","NHCFJ05601","NHCFJ05602","NHCFJ05603"
"Butyricimonas",3.958726e-06,1.996976e-06,2.330953e-06,2.734277e-06,2.374383e-06,4.662006e-06,2.729448e-06,4.071774e-06,4.451205e-06,1.343666e-06,4.81724e-06,6.473783e-07,5.160141e-05,2.662805e-05,1.78097e-05,2.418186e-06,2.822497e-06,4.162404e-07,3.081566e-07,1.740313e-05,4.771637e-08,8.399914e-06,8.733016e-07,3.573942e-07,0,9.215085e-08,6.097196e-06,2.887526e-06,1.892258e-06,1.390227e-06,1.122037e-06,1.567825e-06,7.347298e-05,1.277532e-06,2.558107e-05,2.22147e-06,3.558696e-07,6.959085e-06,2.044472e-07,3.377718e-06,8.052378e-07,5.301261e-06,2.546919e-06,1.206402e-06,6.760404e-07,9.608593e-07,3.545004e-07,3.087368e-06,3.338086e-06,5.583623e-06,2.242468e-06,4.878488e-06,6.832834e-07,2.215552e-06,1.225885e-05,1.789024e-06,2.329059e-06,3.827586e-06,1.06014e-06,2.906793e-06,8.311811e-07,5.612031e-07,1.880008e-06,3.696773e-06,8.249367e-07,2.937851e-06,2.594525e-06,5.551733e-06,9.204078e-07,1.053131e-05,4.999028e-06,8.39312e-07,2.789274e-06,4.440875e-07,7.408833e-07,1.661841e-06,5.197353e-06,4.693957e-06,7.104007e-07,5.298608e-06,1.474576e-06,2.067609e-05,4.455612e-06,1.365721e-05,4.199496e-06,5.599931e-06,2.806098e-06,3.833222e-06,5.779087e-05,4.352698e-06,7.724838e-06,5.513683e-07,1.489351e-06,2.612251e-06,2.152748e-07,1.231117e-06,2.484238e-06,1.937772e-06,1.368399e-06
"Butyrivibrio",0.000201949,0.0001007796,2.17322e-05,5.415189e-06,2.181292e-06,9.213394e-06,3.846351e-06,5.93602e-05,0.0002686833,7.07535e-05,4.256513e-05,1.843369e-05,0.0001651723,0.0001055769,0.0001096864,7.547155e-05,4.648656e-05,8.941073e-06,9.202258e-06,0.0001679948,5.620055e-06,1.863013e-05,5.014634e-06,2.092171e-05,1.588395e-05,1.023518e-05,1.126945e-05,9.376691e-06,7.56538e-05,1.31933e-05,2.040809e-05,7.537652e-05,0.0001580134,4.032402e-05,4.393153e-05,1.071621e-05,8.370941e-07,5.049168e-05,5.614978e-06,2.918465e-06,1.604709e-05,5.497893e-05,0.0002864208,2.229991e-05,1.419651e-05,1.516832e-05,7.232339e-06,4.015823e-05,4.943637e-05,9.489317e-05,0.0001332574,3.896332e-06,4.69689e-05,3.229901e-05,0.0001179789,0.0003684643,6.993191e-05,2.348888e-05,6.139906e-05,3.908148e-05,4.889568e-06,4.855272e-05,6.268977e-05,0.0003002575,6.273303e-05,2.689946e-05,2.236319e-05,0.0001359941,2.402877e-05,0.0003331772,0.0001217371,3.777097e-05,4.218904e-05,2.915099e-06,0.0001000502,1.76231e-06,0.0001306734,0.0002342671,5.933224e-05,9.652793e-05,4.891773e-05,0.0001214012,9.37379e-05,4.594315e-05,7.696207e-05,0.0001095911,1.394025e-05,1.78481e-05,0.0001379933,1.413697e-05,2.523592e-05,8.173764e-06,0.0001272535,9.994571e-05,2.639342e-05,8.504962e-06,5.349934e-05,1.584046e-05,6.926373e-05
"Caballeronia",0,0,0,9.929085e-08,0,6.919563e-07,0,0,1.308955e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.497382e-07,0,5.749018e-08,0,0,0,3.418561e-08,0,0,0,5.329674e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.584743e-07,0,0,0,0,0,2.994711e-08,0,0,0,4.521695e-07,2.524106e-07,3.154874e-07,0,1.715114e-07,4.911098e-07,0,4.140808e-08,0,0,0,0,0,1.672489e-07,0,0,0,0,0,4.492585e-07,0,0,0,0,0,0,0,0,0,1.139082e-07,0,5.661857e-06,0,0,0,7.712376e-07,0,0,3.022556e-08,0,0
"Caldanaerobacter",1.783386e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00223e-08,0,4.63366e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.191348e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,4.547516e-07,0,0,0,0,0,0,6.804289e-08,0,0,0,0,0,0
"Caldicellulosiruptor",0,0,0,0,0,0,0,1.52928e-07,2.523499e-07,1.395804e-07,0,0,2.695887e-07,1.722188e-07,1.063671e-07,5.990269e-08,0,2.838032e-08,0,3.515403e-07,0,3.634315e-08,0,0,0,0,0,4.614842e-08,0,0,2.009062e-08,1.12116e-08,1.679463e-07,0,2.58475e-07,0,0,4.08507e-08,0,0,0,0,2.271943e-07,0,0,0,0,0,0,1.81775e-07,5.664548e-08,2.937959e-08,0,0,3.633186e-07,0,0,2.943395e-08,0,0,1.942663e-08,0,0,1.432499e-07,2.59187e-08,7.677925e-08,1.541423e-07,9.801809e-07,0,0,0,0,0,0,0,0,0,1.345139e-07,0,0,2.145779e-07,1.336749e-07,1.667348e-07,0,0,0,0,0,5.00793e-07,0,9.280313e-08,0,0,8.063207e-08,3.379033e-08,0,0,1.965817e-08,1.922333e-08
"Caldimonas",0,0,0,0,0,0,0,0,1.597068e-07,1.460975e-07,2.351713e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.189555e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008585e-07,0,3.342421e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caldisalinibacter",0,0,0,0,0,0,0,0,0,6.261322e-07,6.719179e-07,0,4.213431e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caloramator",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.893392e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,8.623225e-08,9.858255e-08,0,0,0,1.122076e-07,8.39313e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09778e-07,0,0,0,4.242469e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter",2.448795e-05,9.04336e-05,1.337142e-05,3.547133e-06,3.437356e-06,2.544806e-05,3.573913e-06,4.018828e-05,5.305328e-05,2.047672e-05,9.281022e-06,3.767523e-06,2.934706e-05,2.805692e-05,2.688245e-05,7.130614e-05,2.138247e-05,2.742689e-06,5.864521e-06,6.669315e-05,2.148543e-05,4.604621e-05,6.927308e-06,1.540314e-05,6.65853e-06,2.884585e-06,1.98293e-05,5.621312e-05,4.470603e-05,5.950376e-06,9.168023e-06,3.464625e-05,3.578592e-05,1.345705e-05,2.886529e-05,1.251427e-05,3.230666e-06,4.434093e-05,1.331732e-05,4.644508e-06,1.177506e-05,1.104782e-05,6.621213e-05,3.794105e-05,5.816812e-05,0.0001918667,6.536712e-05,8.514642e-05,2.776412e-05,2.51637e-05,1.557245e-05,1.478867e-05,1.150695e-05,2.037716e-05,4.168071e-05,3.978992e-05,4.847586e-05,5.465771e-05,7.21647e-05,0.0002026969,0.001099689,0.000148675,1.5892e-05,5.063497e-05,2.691276e-05,5.710908e-06,8.394792e-06,4.399287e-05,1.358078e-05,4.867637e-05,5.090544e-05,3.063761e-05,6.006816e-05,0.0001646432,0.0001120983,0.0001221153,4.041198e-05,3.552739e-05,9.503712e-06,1.135989e-05,3.062822e-05,4.68182e-05,2.325851e-05,0.0001144255,4.104221e-05,9.988525e-05,2.0713e-05,6.179763e-05,6.19169e-05,0.0004081089,1.262993e-05,4.520015e-05,3.357838e-05,1.901927e-05,5.05719e-06,6.940845e-06,3.323806e-05,2.374276e-06,4.127186e-05
"Candida",0,0,1.516984e-06,1.155537e-06,3.948514e-07,0,0,0,0,0,5.233273e-07,3.172952e-08,1.955404e-07,1.800496e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.112271e-07,2.143099e-07,0,0,0,6.404261e-07,0,0,0,1.555085e-07,0,0,4.976363e-08,0,0,5.507703e-07,0,8.873042e-08,0,0,0,0,0,0,0,0,0,0,0,8.487925e-07,1.650979e-06,5.718396e-06,8.418724e-07,0,0,7.254664e-07,0,0,0,0,0,0,0,8.935338e-07,3.25637e-07,3.636161e-07,1.763884e-07,9.840997e-08,0,2.338749e-07,4.059558e-08,0,0,0,0,0,0,0,6.228877e-07,9.30208e-07,1.670873e-06,6.994411e-07,2.816821e-06,0,0,0,0,4.654966e-06,0,0,9.392955e-08
"Capnocytophaga",0,0,1.065407e-06,2.736746e-08,0,0,0,2.710431e-07,5.336663e-07,0,0,0,5.187886e-07,1.468384e-07,1.269778e-07,2.241585e-07,2.821146e-07,0,5.464855e-08,2.543995e-07,1.247721e-07,2.321138e-07,0,2.990974e-07,1.277876e-07,1.66054e-07,0,6.213341e-08,1.188453e-07,0,0,9.805896e-08,3.050052e-07,0,8.908344e-08,0,0,3.840346e-07,0,0,0,0,6.795736e-07,0,0,0,0,0,5.056861e-08,0,2.21243e-07,0,0,6.225208e-08,6.588293e-08,8.283397e-08,3.626796e-07,0,0,0,0,3.961292e-07,0,3.141144e-08,5.164105e-08,0,0,1.305235e-07,1.401918e-07,5.813442e-07,0,1.135006e-06,3.66399e-08,0,0,0,0,1.324986e-07,0,4.924377e-08,0,7.230283e-08,1.881946e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.505397e-08
"Capronia",0,7.713125e-07,7.474764e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cardiobacterium",0,0,0,0,0,0,0,0,0,0,0,0,1.228917e-07,2.114645e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.065097e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.191819e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnobacterium",1.561752e-06,2.433542e-06,1.059551e-06,1.107487e-06,2.333675e-07,1.639594e-06,2.190872e-07,1.826014e-05,2.597648e-06,3.948765e-07,4.017645e-07,4.982171e-07,1.25733e-07,8.73098e-07,2.507248e-06,6.712435e-07,8.64427e-06,9.402669e-07,1.399994e-05,4.48782e-07,1.873311e-05,1.827615e-05,6.818609e-06,3.733708e-05,2.167682e-05,1.502505e-05,1.264205e-06,1.710811e-06,2.079287e-06,0,2.608333e-07,3.531035e-06,3.256872e-07,4.219145e-07,5.441619e-07,6.913328e-06,7.878832e-06,2.949328e-07,3.580495e-06,8.229145e-08,1.233809e-07,3.930636e-06,1.265768e-06,2.52617e-06,1.127238e-05,1.443465e-06,2.175008e-06,5.57448e-07,9.550994e-06,2.570576e-06,2.128912e-06,3.827463e-07,1.975903e-07,1.494943e-07,3.846126e-07,1.216175e-07,1.338134e-05,2.186659e-05,2.415165e-06,6.458819e-06,7.337673e-07,5.868352e-06,4.620629e-06,4.878121e-06,9.693745e-07,2.686738e-08,0,3.501455e-07,4.815324e-07,3.791966e-07,1.329345e-06,5.347944e-06,3.342597e-05,3.78355e-06,6.140883e-05,7.792837e-07,6.660674e-06,2.078918e-06,5.729256e-07,3.86407e-08,7.806313e-07,1.065212e-06,3.323227e-08,1.729494e-05,0,3.602794e-06,3.415442e-06,2.599423e-06,1.518688e-06,2.271461e-07,3.656127e-07,3.187962e-06,2.286496e-05,1.701946e-05,1.736047e-06,2.149563e-07,4.93328e-07,7.077893e-07,4.168612e-06
"Catellicoccus",0,0,0,0,0,0,0,0,0,0,0,1.570998e-07,0,0,0,0,0,0,0,0,0,1.755008e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.448424e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.693775e-07,0,0,0,0,0,0,0,0,0,0,0,0,3.260898e-07,2.053921e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.871977e-07,0,5.767994e-07,0
"Catenibacterium",6.306867e-06,1.597012e-05,3.354061e-07,1.713997e-07,1.599981e-07,4.597459e-07,0,1.011361e-06,3.003189e-06,0,2.213377e-07,2.758498e-08,1.224706e-06,3.400795e-07,4.069232e-07,3.333226e-07,2.735282e-07,7.737882e-08,8.001377e-08,1.51278e-06,3.243466e-07,1.154034e-07,0,1.000374e-06,0,4.652432e-08,2.258651e-08,8.526397e-08,8.644385e-07,0,1.82589e-07,3.974492e-07,1.944783e-07,2.397599e-08,1.266774e-07,2.649286e-07,0,1.755104e-07,0,0,1.649572e-07,3.708745e-06,3.127211e-06,0,0,0,0,3.140882e-08,1.285826e-07,1.931897e-07,2.766059e-07,0,0,1.080197e-07,1.285305e-07,1.622755e-05,7.588902e-06,0,0,1.903267e-07,0,0,1.093873e-07,1.332388e-06,4.722027e-07,0,6.756729e-08,8.222219e-08,2.653111e-08,7.875964e-06,9.474192e-06,3.468023e-07,1.285637e-07,0,0,2.509314e-08,2.456574e-07,6.66877e-07,3.161868e-07,1.650578e-07,0,9.905685e-08,5.563234e-08,0,0,1.92356e-05,1.689537e-07,3.308274e-07,7.504762e-07,1.284443e-07,8.710546e-07,7.250232e-07,5.608786e-07,9.633131e-08,0,3.883082e-07,0,2.434881e-07,9.366169e-07
"Catenuloplanes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.056111e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catonella",2.131621e-06,2.281672e-06,0,8.491731e-08,0,0,0,1.074475e-06,2.273483e-06,8.854394e-08,1.42528e-07,1.100005e-07,1.126929e-06,3.63445e-07,4.798684e-07,1.426253e-06,9.138213e-08,3.429289e-08,0,2.830071e-06,0,5.45116e-08,0,1.474544e-07,2.390101e-07,6.000162e-08,0,0,9.789444e-07,2.944472e-07,1.053336e-07,1.668999e-07,3.240844e-07,2.080213e-07,1.59857e-07,7.186967e-08,1.11953e-08,7.349886e-07,0,0,0,0,3.488967e-06,0,0,0,0,0,6.109772e-07,0,8.148873e-07,0,0,0,5.306179e-07,5.138064e-06,6.482891e-07,1.364665e-07,0,2.852212e-07,8.014504e-08,0,1.458497e-07,8.328968e-07,2.594594e-07,0,0,1.06336e-06,7.280982e-08,6.338728e-06,2.009003e-06,8.383565e-08,0,0,0,0,7.812701e-07,7.535989e-07,1.532167e-07,0,1.146902e-07,3.699167e-07,9.371344e-07,0,1.963078e-06,3.251051e-06,5.505815e-08,2.693881e-07,1.016415e-06,8.538628e-08,6.973193e-08,1.106914e-07,1.755604e-06,2.591817e-07,0,0,0,0,8.912634e-08
"Caulobacter",2.00589e-06,1.292388e-06,8.290535e-06,7.497169e-06,7.634933e-07,1.559615e-06,1.239483e-06,0.0006777561,0.0002820758,0.0003014278,0.0001218342,2.471221e-07,3.882797e-06,3.009956e-06,2.732246e-06,1.840406e-06,6.025438e-06,1.63812e-06,4.740575e-07,3.011924e-06,8.49133e-07,7.150525e-07,1.110608e-06,1.404682e-06,3.039627e-06,1.618533e-06,1.706533e-07,6.113275e-08,1.140524e-06,5.827523e-08,1.00811e-06,3.47439e-07,2.125991e-06,3.226404e-07,1.689898e-06,1.766342e-06,8.569013e-08,1.300905e-06,1.501413e-07,0,1.955983e-07,3.299282e-05,1.459743e-06,4.909397e-06,4.087637e-07,1.593456e-07,6.278124e-07,5.013088e-07,7.586006e-05,0.0002371527,0.0006519857,6.086135e-05,5.493254e-07,1.201744e-07,8.075182e-07,4.895793e-06,5.142897e-06,4.573233e-05,4.953581e-06,1.232135e-05,1.802485e-06,1.230727e-06,0.0008777593,8.453002e-05,0.0001806368,0.000429356,3.212983e-07,6.242932e-07,4.307422e-07,0.0001963497,4.648416e-05,1.81506e-06,2.343284e-06,1.491194e-07,7.222322e-07,6.116453e-08,6.732304e-05,4.819515e-05,8.12883e-05,0.001402157,3.399406e-07,2.754678e-06,1.44289e-06,0,2.52197e-05,5.539769e-06,9.336593e-06,3.412145e-05,0.0002639766,1.643897e-05,1.185802e-05,2.836451e-05,0.0001703509,0.0008163656,0.0001138958,3.857038e-05,1.677129e-07,2.954433e-07,3.779252e-07
"Cedecea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Celeribacter",0,0,0,0,0,1.053208e-06,8.954344e-08,0,0,0,0,0,0,0,1.787564e-07,0,0,3.625861e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74265e-07,0,3.424495e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.320554e-07,0,2.456054e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70724e-07,0,0,0,1.01371e-07,0,0,0,0
"Cellulomonas",2.281612e-05,1.0802e-05,0.0005515751,8.216114e-05,1.000704e-05,0.0001312013,1.212649e-05,0.0001175759,4.371658e-05,1.170871e-05,1.202611e-05,1.179714e-05,1.616176e-05,3.14072e-06,3.458015e-05,7.289598e-06,0.0001285111,4.014679e-05,3.117353e-05,2.168049e-05,1.86552e-05,6.342491e-06,3.45246e-05,1.167948e-05,1.881501e-05,3.27607e-05,7.370877e-07,3.100702e-06,3.360735e-05,1.196656e-05,4.056562e-06,2.444601e-06,2.097622e-06,1.251941e-05,8.264836e-07,2.447705e-05,2.169803e-06,5.679137e-06,1.08071e-06,2.154899e-06,1.145486e-06,0.0001519089,5.518626e-05,0.0001575783,5.554179e-06,4.345787e-06,5.723459e-06,2.57715e-05,1.84614e-05,1.116844e-05,1.133317e-05,3.235857e-06,4.141575e-06,1.540078e-06,1.573933e-06,2.634111e-05,3.174348e-05,0.0008932079,0.000155338,0.0002859224,6.774728e-05,6.460778e-06,0.0001947255,2.735067e-05,1.502316e-05,6.507984e-06,1.516242e-06,1.538706e-06,2.353876e-06,3.94529e-06,6.928981e-05,5.569225e-05,3.358062e-05,7.094075e-06,7.594851e-06,3.518089e-06,2.707327e-05,2.222237e-05,9.535258e-06,1.142388e-05,2.983445e-06,4.151327e-06,1.663112e-06,0,2.633017e-06,3.808873e-05,0.000141287,0.0001993982,0.0001424843,0.0001986684,6.496419e-05,0.0001590042,4.903049e-05,4.717032e-05,0.0001612647,2.347463e-05,1.576204e-06,5.258432e-06,5.258072e-06
"Cellulophaga",0,0,3.768788e-08,0,0,0,0,1.360747e-07,6.95322e-08,9.469165e-08,5.111273e-06,0,1.474893e-06,1.924281e-06,4.572274e-08,8.532709e-09,1.506527e-07,3.410643e-08,0,4.916666e-07,0,1.433613e-07,0,0,0,0,0,7.314838e-08,7.981537e-08,1.005944e-08,2.156667e-08,1.198955e-08,2.420677e-06,1.373971e-07,2.424009e-07,0,0,0,3.54948e-08,0,1.761574e-08,0,2.456417e-07,0,0,0,0,0,1.754421e-08,8.05446e-08,1.294754e-08,9.354428e-08,9.086467e-09,4.208271e-08,5.762679e-07,3.236897e-06,0,0,0,0,0,0,0,1.630979e-07,5.564586e-08,5.174151e-07,1.714714e-07,1.604983e-06,0,0,0,0,0,0,0,0,0,1.479025e-06,2.557802e-07,3.170201e-06,6.874347e-08,1.334268e-06,1.210049e-06,0,0,0,0,0,0,0,3.540236e-07,3.180682e-07,3.740044e-08,0,0,0,2.769649e-08,7.459057e-08,1.493927e-07
"Cellulosilyticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cellulosimicrobium",8.959873e-05,1.735383e-05,0.0006314285,7.628449e-05,2.934609e-05,0.000191235,8.683964e-06,0.0001695947,6.663159e-05,1.922144e-05,1.653298e-05,7.146398e-06,3.096609e-05,2.581279e-06,5.794741e-05,2.412349e-05,0.0001797066,7.397158e-05,4.018755e-05,2.058814e-05,7.244825e-06,9.221935e-06,1.705962e-05,5.100078e-06,3.435508e-06,5.811019e-06,3.876757e-07,1.073107e-06,2.852313e-05,9.738968e-06,4.654681e-06,6.578786e-06,1.050941e-05,2.498792e-05,5.320204e-07,4.521738e-05,4.116613e-06,2.720675e-05,3.039499e-06,3.543306e-06,8.329674e-06,0.0005411785,3.544398e-05,0.0001620871,2.32643e-05,7.391133e-05,1.588798e-05,2.782544e-05,2.254058e-05,4.41869e-06,8.602577e-06,1.265951e-06,1.556166e-06,2.882249e-06,8.330339e-07,2.443756e-05,4.39009e-05,0.0004947987,0.0002468135,0.0003174278,6.621848e-05,2.860922e-05,8.001456e-05,1.773524e-05,7.430424e-06,7.606582e-06,1.536601e-06,1.204456e-06,3.123046e-07,1.214855e-05,7.986152e-05,0.0001059498,7.260737e-05,9.524926e-06,1.450331e-05,3.804799e-06,0.0001119322,1.707033e-05,1.388393e-05,4.998972e-06,4.487061e-06,2.406091e-06,6.232036e-07,9.460845e-06,2.362992e-05,0.0001479142,0.0004469066,0.0006534845,0.0001026373,0.0002229457,0.0001018405,0.0004256969,7.107219e-05,1.526855e-05,0.0001250978,0.0001097538,1.468203e-05,1.180684e-05,3.578491e-05
"Cellvibrio",0,0,0,0,0,0,0,3.623729e-07,1.111004e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.137583e-08,0,0,0,0,0,0,0,0,0,0,0,3.348202e-07,3.68743e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.900706e-08,0,0,0,0,0,0,0,0,5.559213e-08,0,0,0,0,0,7.924158e-08,0,0,0,0,0
"Centipeda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cetobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chaetomium",0,0,4.621434e-07,0,0,0,0,0,0,0,0,0,0,0,1.953849e-07,0,0,0,0,0,0,0,0,1.060226e-07,0,0,9.244713e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.792803e-07,0,1.941996e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.850016e-07,1.486766e-07,0,0,0,0,0,0,0,0,0,0,0
"Chelativorans",0,0,0,0,0,0,0,4.866906e-07,1.140763e-07,0,0,0,0,0,1.714603e-07,0,1.617716e-07,2.105424e-07,0,0,0,0,5.211817e-07,0,0,0,0,0,0,0,0,0,0,0,0,3.58113e-07,0,0,0,0,0,0,0,0,0,0,0,0,1.882481e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.759142e-07,2.621507e-07,0,0,0,0,0,0,0,0,0,0,0,0,1.238258e-07,0,5.928393e-08,0,0,0,0
"Chitinimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461996e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64469e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
