"","CBJMJ00700","CBJMJ01400","CBJMJ02800","CBJMJ04200","CBJMJ04201","CBJMJ04202","CBJMJ04203","CHCFJ00700","CHCFJ01400","CHCFJ02800","CHCFJ04200","CHCFJ05601","CHCFJ05602","CHCFJ05603","DGYFJ06201","DGYFJ06202","DGYFJ06203","DGYMJ06201","DGYMJ06202","DGYMJ06203","DHCFJ07801","DHCFJ07802","DHCFJ07803","DHCMJ07801","DHCMJ07802","DHCMJ07803","DHKFJ23501","DHKFJ23502","DHKFJ23503","DSLFJ04101","DSLFJ04102","DSLFJ04103","DSLMJ04101","DSLMJ04102","DSLMJ04103","DSTFJ04001","DSTFJ04002","DSTFJ04003","DSTMJ04001","DSTMJ04002","DSTMJ04003","HBJMJ00700","HBJMJ01400","HBJMJ02800","HBJMJ04200","HBJMJ04201","HBJMJ04202","HBJMJ04203","HHCFJ00700","HHCFJ01400","HHCFJ02800","HHCFJ04200","HHCFJ05601","HHCFJ05602","HHCFJ05603","LBJMJ00700","LBJMJ01400","LBJMJ02800","LBJMJ04200","LBJMJ04201","LBJMJ04202","LBJMJ04203","LHCFJ00700","LHCFJ01400","LHCFJ02800","LHCFJ04200","LHCFJ05601","LHCFJ05602","LHCFJ05603","MBJMJ00700","MBJMJ01400","MBJMJ02800","MBJMJ04200","MBJMJ04201","MBJMJ04202","MBJMJ04203","MHCFJ00700","MHCFJ01400","MHCFJ02800","MHCFJ04200","MHCFJ05601","MHCFJ05602","MHCFJ05603","NBJMJ00100","NBJMJ00700","NBJMJ01400","NBJMJ02800","NBJMJ04200","NBJMJ04201","NBJMJ04202","NBJMJ04203","NHCFJ00100","NHCFJ00700","NHCFJ01400","NHCFJ02800","NHCFJ04200","NHCFJ05601","NHCFJ05602","NHCFJ05603"
"Chitiniphilus",0,0,0,4.503191e-08,0,0,0,3.968846e-07,1.147676e-07,0,2.239726e-07,0,0,0,0,0,0,0,0,0,0,0,6.791156e-08,0,0,0,0,0,0,0,0,0,0,2.337659e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88377e-08,0,1.855154e-07,0,0,0,0,0,0,0,0,0,9.917779e-07,0,0,2.338569e-07,0,0,0,8.367154e-07,0,0,0,0,0,0,0,0,0,6.350462e-07,0,0,0,0,0,0,0,5.203038e-07,0,0,0,0,7.635924e-07,1.05308e-06,0,0,0,0,0
"Chlamydia",0.001059321,0.0001204747,6.235117e-06,9.879582e-07,2.61707e-07,1.289949e-06,4.380812e-07,0.0001562452,1.115179e-06,1.313013e-07,1.19068e-06,9.736894e-08,5.361301e-07,1.392548e-05,1.071681e-06,1.213631e-07,5.339895e-07,5.524914e-07,3.113254e-08,9.607405e-08,4.894537e-07,3.049604e-07,0,0,0,0,2.500142e-07,2.737104e-08,1.668998e-07,2.078198e-07,5.454639e-07,2.319031e-07,8.921359e-07,1.346367e-07,3.04212e-07,8.154396e-08,6.893218e-08,8.315525e-08,1.010901e-07,1.776421e-07,3.311409e-08,0.000966645,6.130295e-06,1.482265e-06,2.644832e-07,0,1.462177e-07,0,4.870888e-06,1.327787e-05,3.023533e-06,2.012864e-06,1.490389e-07,2.337843e-07,8.403907e-07,0.0001080321,1.367277e-05,9.754193e-07,4.404593e-05,4.194307e-06,8.654807e-07,2.361487e-06,0.0006306424,8.888259e-06,1.345385e-07,6.932445e-07,1.277843e-07,2.339333e-06,9.334679e-08,7.005644e-05,3.888788e-05,5.633408e-05,4.115764e-07,8.78855e-07,7.419595e-07,7.102978e-08,4.897536e-06,2.111146e-06,7.898863e-08,6.496815e-07,3.321316e-07,2.435464e-07,1.614637e-07,0.004803044,0.00234786,0.0003263261,8.107046e-07,1.660087e-06,7.84468e-06,5.852417e-06,2.797779e-06,0.0003903149,7.12024e-06,2.978963e-05,2.168267e-06,8.304313e-07,5.385232e-07,3.031989e-07,0
"Chlorobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.211305e-08,0,5.960006e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chloroflexus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.111273e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.441162e-07,0,0,0,0,0,0,0,0,0,0
"Chromobacterium",0,0,0,0,0,0,0,1.430828e-07,1.096699e-07,5.016223e-08,1.61491e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.330559e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.455981e-07,0,1.196925e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.721418e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13988e-07,0,0,0,0
"Chryseobacterium",0.004718601,5.996072e-06,0.001874596,1.582465e-05,1.673956e-05,3.546478e-05,2.771361e-05,1.484823e-05,6.814402e-07,1.283834e-07,1.690507e-05,2.232148e-05,1.307324e-05,4.616674e-06,6.540743e-07,3.543782e-06,1.866727e-06,2.175991e-06,5.351353e-07,3.456053e-06,2.156802e-06,3.936867e-06,4.454926e-07,8.047147e-07,3.7535e-07,1.182795e-07,3.711047e-06,6.14915e-06,7.19828e-06,2.233286e-05,1.586014e-05,3.517961e-06,3.90035e-06,1.744667e-05,1.495993e-05,4.437755e-06,1.19537e-05,2.486579e-06,1.203298e-06,1.810129e-05,3.142977e-06,1.138006e-05,0.0001044632,3.004538e-06,2.461692e-05,3.163028e-06,2.672647e-07,2.969908e-06,1.109062e-06,5.388434e-07,1.698064e-06,2.482657e-05,1.753609e-05,7.787539e-06,2.762734e-06,1.266186e-06,0.001367831,1.731921e-06,0.001829902,5.554503e-06,4.139058e-06,2.362193e-06,1.400169e-05,6.03244e-07,1.189495e-07,4.68475e-06,1.217691e-05,7.262742e-06,5.283062e-06,7.650445e-07,7.858561e-06,0.002248279,4.396751e-06,1.631711e-06,7.8198e-07,2.575761e-05,1.148375e-07,3.266247e-07,1.936747e-07,2.542345e-05,7.614411e-06,5.215583e-06,9.285428e-06,0,0.0001261335,1.468721e-05,4.035516e-06,0.0002794793,2.421874e-05,3.563699e-05,4.205842e-05,4.208043e-06,5.581079e-06,7.224554e-07,1.049771e-07,1.433963e-05,6.622011e-06,2.158432e-05,6.861913e-06
"Citricoccus",0,0,4.417727e-07,1.061466e-07,1.614968e-07,1.894659e-07,0,3.145702e-06,3.095676e-07,3.223979e-07,1.933897e-07,0,5.866938e-08,2.554336e-08,5.14378e-06,2.375035e-06,1.83512e-06,9.712815e-06,2.098084e-05,3.752194e-07,2.652249e-05,6.877268e-07,3.168424e-05,1.803962e-05,5.412199e-05,2.970471e-05,1.806921e-07,3.775799e-08,2.519227e-06,0,0,0,2.1735e-08,7.187428e-08,9.191267e-08,6.747886e-07,7.031254e-08,1.493155e-07,1.257286e-07,0,0,0,0,6.616044e-08,0,0,0,0,1.166968e-07,0,3.315833e-08,0,9.554295e-08,0,0,0,1.133795e-07,1.073763e-07,0,2.246178e-07,8.475042e-08,0,1.344774e-06,2.223241e-07,1.590094e-07,1.24273e-07,0,0,0,0,0,0,2.576612e-07,0,0,0,7.805369e-08,3.176647e-08,3.262408e-08,0,1.85759e-07,0,9.372145e-08,0,0,0,6.779168e-07,2.213031e-07,1.020997e-06,2.823909e-07,0,4.420462e-06,2.804918e-06,9.412319e-07,1.229038e-06,7.523471e-08,0,6.569105e-08,1.082535e-07
"Citrobacter",2.4112e-05,5.082944e-06,1.918816e-05,5.870416e-06,1.681422e-05,2.807879e-05,1.838467e-05,1.582338e-05,3.4199e-06,1.42548e-06,9.008165e-06,2.747433e-06,3.091211e-06,3.234204e-06,8.703306e-07,1.148114e-06,7.408528e-06,5.070517e-06,3.455322e-06,7.778954e-07,5.70904e-07,8.397797e-07,9.169723e-07,9.957292e-07,1.198481e-06,7.189272e-07,2.263029e-07,2.514568e-06,1.800956e-06,2.957476e-06,3.35462e-06,7.09534e-07,2.766537e-05,7.020496e-06,7.189095e-06,8.291148e-06,1.540408e-06,8.745599e-07,4.246994e-07,3.560864e-06,2.311856e-05,0,1.538657e-05,3.898193e-06,7.364878e-06,1.271115e-05,3.141916e-06,0.0003355169,4.684081e-06,0.0001261052,2.682813e-06,1.145352e-05,4.970086e-07,1.226788e-06,7.704382e-07,2.018039e-05,4.096589e-06,2.812617e-06,9.628256e-06,4.363757e-05,3.145464e-05,1.446078e-05,0.0006040269,1.638959e-06,6.994852e-07,6.322756e-06,4.304176e-06,2.870316e-06,6.011976e-07,2.024441e-05,3.247513e-05,1.007298e-05,3.447944e-05,0.0001492095,6.086775e-05,0.000103998,8.03821e-06,4.005373e-06,2.532031e-06,6.338393e-06,3.900813e-06,1.163376e-06,1.369662e-06,0,1.271087e-05,9.02904e-07,6.33232e-06,1.197728e-05,3.725556e-05,6.197305e-05,2.175676e-05,0.001970537,1.524972e-05,4.329429e-06,2.717863e-06,1.130729e-05,5.258842e-07,6.13192e-06,1.998217e-06
"Citromicrobium",0,0,1.103609e-07,0,0,0,0,0,5.090256e-08,0,0,0,0,0,0,0,1.263236e-07,0,0,0,0,0,0,0,0,0,0,0,3.057637e-08,0,0,0,0,0,5.015815e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.582821e-08,0,0,0,0,0,0,0,9.322703e-08,6.653851e-08,0,0,0,0,0,3.703631e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.049471e-06,0,0,0,0,0,0,0,0,0,0
"Cladophialophora",0,0,5.226527e-08,1.580907e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815975e-07,0,1.064334e-07,0,2.421095e-08,0,0,0,0,0,0,0,0,0,5.010206e-08,0,0,0,0,0,0,0,0,0,0,0,1.353541e-07,1.715579e-07,0,4.635383e-07,2.406609e-07,0,0,0,0,0,0,0,0,0,0,1.670386e-07,1.711607e-07,0,0,3.747954e-07,0,0,0,0,0,0,0,0,0,0,1.733711e-07,3.15355e-07,0,2.551922e-07,4.019266e-07,0,0,0,0,0,0,0,0
"Clavibacter",0,0,7.703735e-06,3.588696e-07,6.339486e-07,2.761291e-06,4.476624e-07,2.958692e-06,1.450871e-06,3.164914e-07,8.180335e-07,0,1.725299e-07,3.88528e-08,7.515165e-05,7.818353e-06,0.0003101119,8.353971e-06,9.778028e-06,6.510909e-06,5.130446e-06,8.319565e-07,4.978973e-06,3.358004e-06,7.238442e-06,8.753276e-06,2.751022e-08,3.554042e-07,5.739687e-06,3.472086e-07,8.65668e-07,4.912439e-07,2.093819e-07,7.623119e-07,1.348105e-07,4.919494e-06,6.457678e-08,8.490939e-07,5.412589e-08,1.691241e-07,1.528495e-07,0,6.002485e-07,4.861219e-07,9.691274e-08,2.922259e-07,1.028959e-06,7.576974e-08,3.938513e-07,6.485326e-07,4.41084e-07,1.258173e-07,3.838469e-07,2.569764e-07,1.233822e-07,0,3.232486e-07,2.651713e-06,2.989251e-06,7.635719e-06,1.891893e-06,4.092256e-07,1.553703e-06,5.669589e-07,4.152729e-07,3.564273e-07,2.210275e-07,0,6.616652e-08,2.964777e-07,1.710931e-06,1.505356e-06,9.695459e-07,2.293124e-07,1.712886e-07,6.697865e-08,1.277965e-06,3.527461e-07,7.07042e-08,4.092902e-07,9.591525e-07,1.120208e-07,1.007925e-07,0,0,0,2.237887e-06,6.779201e-06,6.8956e-06,4.166089e-06,1.977324e-06,8.990462e-07,2.9624e-06,7.635427e-07,4.510564e-06,5.99141e-07,6.583271e-08,2.29511e-07,5.118277e-07
"Clavispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.646438e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.409047e-07
"Cloacibacillus",0,0,0,0,0,0,0,0,1.648586e-07,0,1.279844e-07,1.569896e-07,1.332081e-05,1.268069e-05,2.460063e-06,8.271447e-07,0,4.373585e-08,0,2.497541e-06,0,1.485087e-07,0,0,0,0,0,1.406053e-07,3.763871e-07,0,1.273223e-07,0,1.002215e-05,4.394554e-08,0,0,0,0,3.593482e-08,7.094189e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.271669e-07,0,7.847993e-07,0,0,0,0,0,0,0,0,0,0,9.355306e-08,2.626967e-07,1.915545e-06,5.896896e-08,0,0,0,0,0,0,0,0,7.163733e-07,0,0,7.589154e-07,2.587292e-05,7.840998e-07,0,0,0,0,0,0,0,0,1.713931e-07,0,0,0,0,1.433392e-07,1.712295e-06,6.954637e-08
"Cloacimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.523077e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.416671e-06,2.242983e-07,9.844507e-08,0,0,0,0,0,0,0,0
"Clostridioides",0.0004972215,0.00093746,0.0004775526,0.0003594946,0.0004111497,0.0005302307,0.0004143844,0.001439453,0.0009333169,0.0002455969,0.000732251,0.0008506088,0.000905459,0.000500475,0.0003161472,0.001203219,0.0006769922,0.0001578145,7.881337e-05,0.0007790094,0.0004565497,0.001474706,0.0001816493,0.0002472714,7.936959e-05,6.22134e-05,0.0005781753,0.000137053,0.0004931724,0.0004277793,0.0002293315,0.0009637286,0.0009001491,0.0004012147,0.0006182108,0.0003138708,0.0005373193,0.0002633987,9.898984e-05,0.001028184,0.0005007132,0.0001452302,0.0008917676,0.0002097122,0.0002313371,0.0002660041,9.910141e-05,0.0001104378,0.0025163,0.00196101,0.0003049989,0.0008112027,0.000569047,0.0004866041,0.0003303655,0.0009369411,0.0009490614,0.000238502,0.0002269622,0.0002988011,0.001440678,0.0001724559,0.0005457093,0.00118959,0.0002871935,0.000579082,0.0004631286,0.0003733548,0.0004577604,0.0008189342,0.0008456161,0.0004712186,0.0001459466,0.0001735635,0.0001345655,0.0002818252,0.002289193,0.0009426961,0.0003062461,0.0006095967,0.0004592357,0.0005962547,0.0004029558,9.642147e-05,0.0002569903,0.001194042,0.0003849373,0.0003261752,0.0004421564,0.0009138692,0.0003773787,6.24497e-05,0.001595197,0.0011419,0.0003330965,0.000571728,0.0005425757,0.0008220537,0.0003976924
"Clostridium",0.01258577,0.004503517,0.001045716,0.001241234,0.001104979,0.001269941,0.001082246,0.003614985,0.0104148,0.002424923,0.002604086,0.001053485,0.008399859,0.005171565,0.004645023,0.002842603,0.002081553,0.0003742768,0.0003261491,0.008040974,0.0004032332,0.001698734,0.0001633442,0.0007378337,0.0002528565,0.0001942088,0.0002578653,0.000647287,0.002924342,0.001383865,0.001292051,0.002070678,0.006204269,0.001594265,0.00399726,0.0005637585,0.0005362751,0.002243071,0.0004587644,0.0007668116,0.0005488498,0.001624855,0.007012431,0.0007457381,0.0008756007,0.001947335,0.0009011556,0.00133502,0.002011267,0.007027699,0.006218499,0.001007411,0.0002294168,0.001885781,0.004870496,0.01462812,0.001966366,0.00113096,0.0006053308,0.001732857,0.001610484,0.0005375033,0.006685433,0.0113623,0.00283175,0.001410399,0.001634736,0.00548957,0.0005663351,0.02805554,0.004500562,0.001494114,0.0006476271,0.001024397,0.0005622136,0.0009225784,0.002767703,0.0112447,0.001350598,0.004129261,0.0008749681,0.007185049,0.004816549,0.00249033,0.00726502,0.003994917,0.000899632,0.001325811,0.006778409,0.002133795,0.002209274,0.0006280635,0.004213217,0.004162603,0.000470305,0.0008726636,0.0003374496,0.001402772,0.001453701
"Coccidioides",0,0,0,0,0,0,0,0,1.179736e-08,2.158412e-08,3.474368e-08,0,0,8.179537e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.365415e-08,0,0,0,0,0,0,0,1.645003e-08,0,0,0,0,0,0,0,0,0,3.514844e-08,0,1.233343e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.559892e-08,0,0,0,0,0,0,0,0,0,2.235092e-08,0,2.469009e-08,0,1.09411e-07,1.275004e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.448406e-08
"Cohnella",0,0,0,0,0,0,0,1.427352e-05,2.01353e-06,2.354519e-07,3.540213e-07,0,1.42713e-07,3.313065e-07,3.898221e-07,2.635941e-08,0,0,0,3.201196e-07,0,0,0,0,0,0,0,0,3.578789e-07,0,0,0,1.151359e-07,0,1.431227e-07,0,0,0,0,0,0,0,5.150551e-07,0,0,0,0,0,2.556114e-06,6.885002e-06,7.12842e-08,0,0,0,1.427415e-08,0,0,0,0,0,4.142598e-08,0,6.12639e-06,9.627696e-07,1.468712e-07,0,0,0,0,0,0,0,0,0,0,0,0,4.554902e-07,1.447036e-07,1.671091e-07,0,2.023389e-07,2.911501e-07,0,0,0,0,0,0,0,0,1.404929e-07,0,1.178387e-05,2.456165e-07,2.54763e-07,5.47229e-08,0,0
"Colletotrichum",0,0,7.13955e-06,2.255735e-06,4.100279e-07,1.780918e-06,1.972615e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.605909e-07,2.207735e-08,0,0,0,0,0,0,1.21086e-07,0,1.242713e-07,0,0,5.286114e-07,2.082614e-07,1.722996e-07,0,1.334375e-07,0,0,3.944716e-07,2.011738e-06,1.097276e-07,7.256303e-07,3.271005e-07,0,1.56303e-07,0,0,0,0,0,0,0,1.272948e-06,2.62126e-06,4.105232e-06,2.338367e-05,2.144867e-06,0,2.883207e-06,0,0,0,0,0,0,0,1.889561e-06,2.617299e-06,1.609451e-06,5.131524e-07,0,6.476851e-07,3.808652e-07,4.831547e-08,0,0,0,9.899095e-08,0,0,0,0,5.253023e-06,3.936511e-06,7.47334e-06,1.585446e-05,7.426861e-06,0,0,3.368021e-07,0,0,0,0,0
"Collimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.989604e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsella",0.000830663,0.0001602338,0.0001394123,2.529532e-05,1.16877e-05,5.662361e-05,8.334037e-06,7.000545e-05,5.587033e-05,2.114691e-05,1.116258e-05,5.34589e-05,0.0001700116,3.290125e-05,0.002300405,0.0008587874,0.0003572784,0.0001067636,0.0001248843,0.01179003,3.375922e-05,2.000032e-05,3.98066e-05,0.0008838993,0.0001814272,0.0002806744,2.426739e-05,0.0001613814,0.002165628,6.798111e-06,0.0001533214,1.449519e-05,0.000131075,2.536961e-05,2.945232e-05,7.946588e-06,1.009123e-06,8.242526e-05,1.7898e-05,8.582785e-06,1.104899e-05,0.000238006,2.791245e-05,4.580402e-05,3.527859e-05,1.054111e-05,6.443454e-05,3.820879e-05,9.471122e-06,1.576281e-05,1.910311e-05,3.359654e-06,1.734138e-05,3.746125e-05,3.895941e-05,7.806246e-05,1.769046e-05,3.200351e-05,2.621611e-05,8.754486e-05,2.66357e-05,3.138861e-06,4.025203e-05,3.811873e-05,1.629752e-05,1.736721e-05,2.194507e-05,1.390892e-05,4.472864e-05,6.71398e-05,0.000115045,4.440616e-05,0.0001164299,5.72754e-06,3.176174e-06,1.032705e-05,1.617909e-05,9.605094e-05,4.350622e-06,2.336816e-05,3.670717e-05,9.626335e-05,4.032521e-05,0.0002003787,0.0001291772,0.0003644913,2.085206e-05,0.0001025136,9.021632e-05,6.718767e-05,5.481027e-05,5.05852e-05,3.31359e-05,8.070649e-06,2.360245e-05,3.525232e-05,3.365242e-06,1.305039e-05,5.817241e-05
"Comamonas",1.573589e-05,1.70989e-06,1.346931e-05,1.046684e-05,2.037087e-06,3.855296e-06,2.49059e-06,0.0003318952,1.039489e-05,3.001845e-06,2.194116e-06,1.394441e-06,3.533367e-07,6.845501e-07,1.428918e-06,1.099791e-06,6.161229e-06,3.880851e-06,1.226781e-06,1.750872e-06,1.583209e-06,3.277478e-07,1.223362e-06,9.689213e-07,7.581297e-07,1.199754e-06,3.798143e-07,4.301668e-07,1.216637e-05,1.752411e-07,2.682657e-07,7.662885e-08,2.784621e-06,6.912337e-07,1.869004e-07,4.129976e-07,2.161963e-06,7.321215e-08,1.695676e-06,4.352886e-07,1.517718e-07,2.276655e-06,2.97552e-06,4.390065e-07,1.073052e-06,1.161946e-07,9.139588e-07,2.357088e-06,8.498912e-06,4.1415e-06,4.059384e-06,3.863024e-07,2.51932e-07,1.064955e-06,5.533273e-07,8.815287e-07,5.541551e-06,1.939481e-06,1.345986e-05,1.477832e-05,3.180203e-06,2.632505e-06,0.0006681823,4.371947e-06,2.571844e-06,2.894004e-06,1.315241e-07,8.313742e-09,4.319895e-07,2.54167e-06,1.447742e-06,7.07634e-06,1.266814e-06,1.711385e-07,3.273996e-06,1.634533e-06,2.480972e-05,5.852936e-06,1.30694e-06,1.78651e-05,6.754426e-07,1.565831e-06,2.291809e-06,1.837587e-05,1.642377e-06,8.511915e-07,2.277457e-06,1.287233e-05,0.0001425083,0.0001059108,2.05577e-05,1.986072e-06,0.0008177196,4.502856e-06,3.713028e-06,6.785536e-06,6.892038e-07,8.198635e-07,2.424908e-06
"Conexibacter",0,0,0,0,0,0,0,0,0,0,0,1.908577e-07,1.803789e-07,0,0,3.376515e-07,5.48504e-07,0,1.333588e-07,1.742991e-07,0,0,0,0,0,0,0,0,1.218202e-07,0,0,0,5.0646e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.122172e-07,1.336679e-07,0,1.095896e-07,0,0,0,0,0,0,0,0,0,0,0,2.107873e-07,0,0,0,0
"Contendobacter",0,0,0,0,0,0,0,0,1.77452e-07,0,0,0,2.730927e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.669329e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.963215e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,3.735501e-08,0,0,3.898646e-08,0,0,0,0,0,0,5.919533e-08,6.097619e-07,3.13083e-07,0,0,1.272654e-07,4.21888e-08,0,0,0,0,0
"Coprobacillus",3.377911e-05,8.579797e-06,2.907673e-06,9.946443e-06,2.646195e-07,1.285885e-06,5.204234e-08,7.762163e-06,7.271764e-05,1.394793e-06,1.34202e-06,1.619078e-07,1.098604e-05,6.022433e-06,4.376846e-06,2.997001e-06,4.62776e-06,2.548339e-07,3.232028e-07,3.762944e-05,5.045807e-07,1.707097e-06,0,1.416895e-06,1.265287e-06,6.483349e-07,2.054578e-07,1.976187e-06,1.852611e-05,1.103411e-06,1.192603e-06,6.510645e-06,3.821561e-06,2.305605e-06,3.237773e-06,1.901111e-06,3.687158e-07,4.596558e-06,1.176632e-06,1.869622e-07,9.944133e-07,1.143672e-05,3.153621e-05,1.064713e-07,2.697001e-07,1.98381e-07,3.442871e-08,1.335309e-06,3.523284e-06,3.131098e-06,2.026144e-06,5.875919e-08,0,3.661386e-06,7.442627e-06,6.555399e-05,7.654462e-06,2.224555e-06,8.256323e-07,2.095221e-06,4.075987e-07,6.502327e-07,1.602364e-06,1.786821e-05,2.458202e-06,4.770249e-07,1.593191e-06,3.586318e-06,9.695957e-07,7.585744e-05,1.870035e-05,2.149963e-05,2.200547e-06,9.519344e-08,2.848335e-07,3.298382e-07,3.413078e-06,2.079503e-05,2.54004e-06,2.175022e-06,4.230868e-07,6.133124e-06,5.111217e-06,0,2.909016e-05,1.132961e-05,1.429919e-06,1.508179e-06,7.571087e-06,2.002461e-06,1.629429e-06,2.031273e-06,8.169509e-06,2.249904e-06,4.234838e-07,4.223703e-07,1.432157e-07,3.574528e-07,8.693336e-07
"Coprobacter",0,0,0,0,0,0,1.662513e-07,0,3.129942e-06,0,0,3.68589e-08,2.016331e-07,1.816661e-05,2.558298e-05,1.252036e-06,2.695727e-07,3.084014e-07,0,9.547178e-06,0,6.738467e-07,0,3.101275e-07,0,0,2.181652e-07,1.967804e-06,6.193865e-07,0,7.321609e-07,4.776324e-08,2.33806e-06,3.09396e-08,2.661042e-07,0,0,5.806209e-07,0,1.772276e-07,0,0,8.748882e-08,1.212941e-07,0,0,0,0,0,0,1.069263e-07,0,1.143141e-07,6.166548e-07,3.135717e-07,0,0,0,0,1.995141e-07,0,0,0,5.47167e-08,1.319345e-07,0,0,3.638316e-07,7.657317e-08,0,0,0,0,1.618573e-07,0,0,0,2.596922e-06,0,8.625602e-08,3.834181e-07,5.019834e-07,6.227479e-07,0,0,3.145884e-07,0,0,8.869264e-07,0,9.392464e-08,0,0,0,1.226188e-07,0,0,9.209701e-08,1.275304e-07
"Coprococcus",0.0003022494,0.0002251861,2.782213e-05,1.043931e-05,7.578041e-06,1.731413e-05,6.175348e-06,9.762402e-05,0.0006223625,8.411494e-05,9.339317e-05,1.791511e-05,0.0002656424,0.0001592085,0.000167872,0.000133891,7.554789e-05,9.988658e-06,1.193553e-05,0.0003423351,6.104667e-06,2.524935e-05,2.309938e-06,2.44295e-05,1.328805e-05,1.021468e-05,2.633935e-06,1.436178e-05,0.0001292672,2.844211e-05,2.302515e-05,0.0001415821,0.0001987974,9.049473e-05,6.322691e-05,1.837129e-05,9.16976e-07,7.591037e-05,1.624507e-05,4.895412e-06,2.217475e-05,7.852603e-05,0.0004550059,7.704095e-06,3.277112e-06,2.57021e-06,5.916131e-06,2.39521e-05,0.0001342216,0.0001848348,0.0001513819,5.589574e-06,3.296053e-06,4.775944e-05,0.000143089,0.0009426963,0.000119757,2.663827e-05,1.150259e-05,5.66155e-05,9.370567e-06,1.965204e-06,0.0001661442,0.0006117108,0.0001236645,4.332912e-05,3.310369e-05,0.0001041202,2.439799e-05,0.0008156946,0.0002086818,2.346346e-05,1.254481e-05,5.333751e-06,2.391413e-06,4.290699e-06,0.0002449123,0.0005346726,8.236656e-05,0.000143883,1.198024e-05,0.000171503,0.0001216604,4.32197e-05,0.0001691316,0.0001950381,2.925082e-05,2.801621e-05,0.0002096283,3.390399e-05,6.036816e-05,3.685017e-05,0.000319115,0.0001087228,1.821018e-05,1.255153e-05,2.781663e-06,1.315567e-05,3.498541e-05
"Coprothermobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
