"","CBJMD00700","CBJMD01400","CBJMD02800","CBJMD04200","CBJMD04201","CBJMD04202","CBJMD04203","CHCFD00700","CHCFD01400","CHCFD02800","CHCFD04200","CHCFD05601","CHCFD05602","CHCFD05603","DGYFD06201","DGYFD06202","DGYFD06203","DGYMD06201","DGYMD06202","DGYMD06203","DHCFD07801","DHCFD07802","DHCFD07803","DHCMD07801","DHCMD07802","DHCMD07803","DHKFD23501","DHKFD23502","DHKFD23503","DSLFD04101","DSLFD04102","DSLFD04103","DSLMD04101","DSLMD04102","DSLMD04103","DSTFD04001","DSTFD04002","DSTFD04003","DSTMD04001","DSTMD04002","DSTMD04003","HBJMD00700","HBJMD01400","HBJMD02800","HBJMD04200","HBJMD04201","HBJMD04202","HBJMD04203","HHCFD00700","HHCFD01400","HHCFD02800","HHCFD04200","HHCFD05601","HHCFD05602","HHCFD05603","LBJMD00700","LBJMD01400","LBJMD02800","LBJMD04200","LBJMD04201","LBJMD04202","LBJMD04203","LHCFD00700","LHCFD01400","LHCFD02800","LHCFD04200","LHCFD05601","LHCFD05602","LHCFD05603","MBJMD00700","MBJMD01400","MBJMD02800","MBJMD04200","MBJMD04201","MBJMD04202","MBJMD04203","MHCFD00700","MHCFD01400","MHCFD02800","MHCFD04200","MHCFD05601","MHCFD05602","MHCFD05603","NBJMD00100","NBJMD00700","NBJMD01400","NBJMD02800","NBJMD04200","NBJMD04201","NBJMD04202","NBJMD04203","NHCFD00100","NHCFD00700","NHCFD01400","NHCFD02800","NHCFD04200","NHCFD05601","NHCFD05602","NHCFD05603"
"Sediminibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sediminispirochaeta",0,0,0,0,0,0,0,0,0,0,4.100574e-08,1.185815e-07,0,6.722768e-08,0,0,4.138123e-07,6.801644e-08,0,2.061956e-07,7.07225e-08,0,0,0,0,6.526955e-08,0,3.735469e-08,1.867332e-07,4.688946e-08,0,0,0,1.083209e-06,0,5.23382e-08,0,0,0,0,0,0,0,3.607038e-08,0,0,0,0,5.527104e-08,4.284231e-08,7.073801e-07,0,0,0,0,0,0,0,0,0,0,0,0,1.677166e-06,1.199906e-07,2.884419e-06,0,0,0,0,0,2.274336e-07,0,0,0,0,3.725443e-07,9.145238e-07,2.083329e-07,2.685932e-08,0,5.724801e-08,1.683022e-07,0,0,0,0,4.749516e-08,0,0,0,0,0,0,0,1.035587e-07,0,0,3.94755e-07
"Segetibacter",0,0,0,0,0,0,0,0,0,6.808513e-08,0,0,0,0,0,2.442146e-07,8.251792e-08,9.61689e-07,2.660152e-07,0,2.455616e-07,0,1.347878e-06,7.415671e-07,1.806246e-06,7.668784e-07,0,4.028831e-08,9.634508e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.919489e-07,0,0,0,0,0,0,0,0,0,0,3.314816e-07
"Segniliparus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.018508e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selenomonas",3.329213e-06,9.09314e-06,1.981298e-06,1.766544e-06,0,9.203281e-08,0,1.092506e-05,6.695132e-06,2.59612e-06,1.582779e-06,8.518221e-07,3.709722e-07,5.670643e-07,2.270587e-06,4.038099e-07,7.37543e-06,2.415319e-07,8.009513e-07,5.202437e-07,1.424447e-07,0,5.540367e-07,4.792307e-07,0,4.352403e-07,0,1.157153e-07,1.009078e-06,3.607207e-06,3.109414e-07,1.643765e-07,0,8.131168e-06,0,2.015797e-06,2.953543e-08,1.781798e-06,1.975669e-06,1.257932e-06,2.577305e-07,2.626027e-06,3.579459e-06,1.435093e-06,4.362476e-07,0,4.818844e-07,0,1.536897e-05,3.84675e-06,7.049811e-06,1.013534e-06,1.21717e-07,3.404965e-07,8.81613e-07,0,0,1.367515e-05,1.096923e-06,0,0,1.849927e-07,4.034982e-06,9.905913e-06,6.295519e-06,1.140283e-05,6.97686e-07,2.158417e-07,1.271324e-07,0,1.012251e-05,1.38731e-06,7.253271e-07,8.538916e-07,1.947997e-07,1.434167e-06,4.363803e-06,9.437111e-06,6.002509e-06,1.609347e-06,3.878567e-07,1.327724e-06,2.139898e-06,2.585506e-05,3.30344e-06,7.093761e-06,5.155726e-06,2.68111e-06,1.571291e-05,0,3.063892e-05,5.152961e-06,5.312194e-06,1.796279e-06,1.448088e-06,4.016473e-07,1.639255e-07,3.826523e-07,4.578083e-06
"Senegalimassilia",0,0,0,0,2.025452e-07,2.823805e-07,0,1.902455e-06,3.298778e-06,6.975996e-07,5.359009e-07,8.764687e-08,1.626987e-08,9.504336e-07,0,0,3.790139e-06,0,0,3.138376e-08,1.7001e-07,0,0,3.575859e-07,3.11768e-07,5.877644e-07,0,1.58989e-08,1.007431e-06,1.679725e-06,0,0,2.76889e-08,1.08737e-06,0,9.410881e-07,0,7.103045e-07,7.093885e-07,0,0,0,0,3.344931e-07,0,0,0,0,5.223528e-07,3.768026e-06,3.658178e-06,7.577775e-08,1.57341e-07,4.440969e-08,1.033794e-07,0,0,3.361912e-06,4.118608e-07,0,0,0,1.372016e-06,9.245912e-06,1.52064e-06,1.354507e-05,6.16179e-08,3.257388e-08,5.277066e-08,0,0,0,0,0,0,0,2.016421e-06,2.352873e-06,1.050527e-06,1.106121e-07,1.589646e-08,1.494025e-07,6.986317e-07,4.42221e-06,0,0,0,1.02699e-06,0,0,8.525633e-07,5.998575e-07,1.608892e-06,6.449047e-07,4.219257e-07,3.829602e-07,9.229555e-08,5.314738e-08,1.072369e-06
"Serinicoccus",0,0,0,1.689355e-06,0,1.137746e-07,0,2.724576e-06,6.432108e-08,2.075164e-07,1.703288e-07,4.223992e-07,3.026293e-07,7.601085e-07,2.844417e-05,4.789826e-05,6.642585e-06,6.952991e-06,1.951557e-05,1.061494e-06,5.963687e-05,2.020163e-07,2.160318e-05,1.183474e-06,1.116429e-05,2.181586e-05,4.051971e-08,1.170178e-06,1.483337e-06,0,0,0,8.998893e-08,5.155598e-07,0,7.384119e-07,0,5.504743e-07,1.110413e-07,0,0,0,0,0,4.810673e-07,8.849145e-08,0,0,9.533913e-07,0,2.13897e-06,5.986778e-08,2.874083e-08,5.680739e-08,0,0,0,0,3.447618e-07,0,0,0,0,1.431871e-07,3.238945e-07,1.307168e-07,5.669292e-08,2.380029e-08,5.599411e-08,0,0,0,0,0,0,0,4.109745e-07,2.801192e-06,5.625006e-07,7.05382e-07,4.823754e-08,1.176246e-06,1.557213e-07,0,0,0,0,3.457936e-07,0,0,0,0,2.442324e-07,5.152717e-07,1.904412e-06,1.373964e-06,0,4.635705e-07,4.06565e-07
"Serratia",1.08917e-05,6.268091e-06,6.650142e-05,0.0001484354,1.723225e-05,0.0002188152,2.362415e-06,3.257396e-06,3.555342e-05,4.258095e-06,1.377254e-05,5.821076e-07,7.618878e-07,7.563909e-06,1.743562e-07,1.445985e-07,6.483112e-06,2.463746e-06,1.04698e-06,1.190678e-06,3.952201e-08,1.074054e-06,2.136774e-07,2.601788e-07,3.011636e-07,8.120317e-08,4.840284e-07,2.511033e-07,4.518952e-06,3.366711e-05,2.653503e-06,0.0002427599,1.211022e-06,4.138585e-06,1.117487e-06,2.344587e-06,1.033736e-06,3.811927e-06,6.321848e-06,1.836156e-05,6.913436e-05,1.241892e-05,0.000104561,1.187763e-05,1.324497e-05,1.687201e-05,0.0001035793,0,2.265674e-06,3.152999e-06,2.096124e-06,1.099282e-06,1.062028e-06,4.578283e-07,5.788609e-07,3.298947e-06,7.300312e-05,1.29457e-05,3.444336e-05,1.358727e-05,1.739001e-05,1.620412e-05,3.24861e-05,3.886621e-06,5.70329e-05,3.593255e-06,1.673361e-06,7.000662e-07,6.277973e-07,4.022772e-06,5.60434e-05,2.354213e-05,2.874612e-06,1.729843e-05,4.920409e-06,4.549265e-05,8.23808e-06,5.070901e-06,3.493692e-06,1.087707e-06,1.084626e-06,8.58427e-07,8.410437e-08,7.786121e-05,3.124504e-06,3.347694e-06,1.202408e-05,1.096662e-05,1.196382e-05,5.950575e-05,0.0001712329,1.462153e-06,3.014696e-05,5.612308e-06,3.549873e-06,5.365145e-06,5.655668e-07,2.494033e-06,1.025143e-06
"Sharpea",0,0,0,5.142172e-07,0,2.824445e-07,0,0,0,8.48069e-07,2.209302e-07,2.933748e-07,9.024502e-08,2.968512e-07,0,1.143103e-07,5.324961e-07,0,5.318565e-07,0,3.942999e-07,0,0,2.769842e-07,3.242003e-07,1.205723e-07,0,0,3.773602e-07,0,0,0,0,6.728615e-07,0,6.00406e-07,0,0,0,0,0,0,0,1.04465e-07,0,0,0,0,2.47452e-07,0,1.843353e-07,0,0,0,0,0,0,3.375805e-06,2.047651e-08,0,0,0,0,1.823694e-07,4.193886e-07,1.481366e-06,0,0,1.305725e-07,0,0,0,1.213647e-07,0,0,0,0,1.57442e-07,5.116834e-07,7.313325e-08,0,1.391184e-07,3.28981e-07,0,0,0,0,4.30767e-07,0,0,2.46358e-06,0,0,1.326705e-07,0,0,0,0,8.41062e-07
"Shewanella",0,0,0,0,0,0,0,0,4.208908e-07,1.044787e-06,0,0,5.920763e-08,0,0,0,1.463616e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.507585e-07,0,0,0,0,0,0,0,0,4.441653e-06,0,1.067119e-06,0,0,0,0,0,0,0,0,3.025326e-06,8.381038e-07,0,0,0,0,0,0,0,0,0,0,0,2.547016e-06,0,0,1.489179e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156976e-07,0,0,0,0,0,0,0,0,0,4.596905e-06,0,0,6.0221e-07,7.032096e-07,7.530951e-07,0,0,0
"Shigella",2.446095e-05,6.124123e-05,2.752942e-05,8.53975e-06,1.561399e-06,6.059619e-05,2.346445e-07,0.000107144,1.860193e-05,7.316759e-06,1.892824e-05,1.236738e-06,8.881833e-07,9.000409e-07,3.267639e-06,1.071834e-06,1.398327e-05,2.226153e-05,1.258466e-05,8.70731e-06,1.6488e-07,2.807096e-06,3.45156e-07,5.268678e-07,6.592868e-07,9.816842e-07,4.65727e-07,3.736448e-07,1.917415e-06,1.327745e-06,2.704754e-06,1.332278e-07,2.404817e-06,0.0003348274,0,0.0002166763,4.92796e-07,2.075195e-06,8.963201e-07,2.895434e-07,8.007857e-07,4.13964e-06,0,5.063268e-05,3.750198e-06,1.218306e-05,8.295469e-06,0.001119654,2.472336e-05,0.0002275744,7.293342e-05,1.267064e-05,3.816484e-07,3.259363e-07,0,9.077589e-06,8.542783e-06,0.0001587427,5.104885e-06,5.344685e-05,1.305058e-06,2.843426e-05,4.529553e-05,1.855287e-05,4.451415e-06,3.655087e-06,3.330052e-07,6.718844e-08,4.389086e-07,1.578837e-05,8.035018e-05,4.368853e-05,1.132205e-05,0.001470549,0.0007666124,0.0007564609,4.372513e-05,3.244623e-05,6.552889e-06,2.805251e-06,2.108112e-07,6.009922e-07,1.541263e-07,0.0001810762,6.449073e-06,4.626982e-05,2.555902e-05,1.070568e-05,1.524691e-05,2.301312e-05,0.00161963,0.0006441693,0.004594947,9.797459e-06,1.38866e-05,5.066203e-05,7.081919e-07,3.535906e-06,4.306408e-06
"Shinella",2.061845e-06,0,0,2.111728e-05,5.000903e-06,0.0001436365,0,2.780181e-06,6.778709e-06,1.311459e-05,9.290107e-07,5.159066e-08,2.1132e-07,1.793629e-06,2.218503e-06,7.375637e-06,3.203825e-06,1.164105e-05,6.632646e-07,1.983155e-06,2.071162e-07,0,4.755867e-07,1.820116e-07,4.504038e-07,4.640398e-08,0,1.34986e-07,2.907366e-06,5.937639e-07,0,0,5.26251e-08,3.719665e-07,0,4.394086e-06,1.698624e-07,6.175935e-06,1.260346e-07,0,2.413722e-07,0,0,2.312133e-06,5.326857e-05,1.737427e-06,1.148554e-06,0,2.520772e-07,2.058199e-05,9.78018e-06,7.015125e-07,0,0,0,0,0,4.305567e-07,9.67725e-06,7.220735e-06,3.157267e-06,7.019213e-06,2.115834e-05,2.122505e-06,1.571145e-06,3.711439e-07,2.405486e-07,5.403768e-08,0,0,0,3.945527e-05,2.952534e-07,5.506921e-07,2.906713e-07,3.955782e-06,1.029845e-05,1.186613e-06,1.287861e-06,9.279626e-07,1.221252e-07,3.882506e-06,0,6.344012e-06,0,0,1.55782e-06,1.55156e-05,0,0,3.570998e-06,0,1.017878e-07,6.419662e-06,3.434756e-06,9.219732e-06,0,1.319145e-07,8.159357e-07
"Shuttleworthia",6.861323e-07,0,0,2.831607e-07,0,1.01024e-07,0,2.72053e-07,1.563618e-06,2.796026e-07,1.31091e-07,4.095341e-08,2.873947e-08,1.857475e-07,0,0,1.248249e-06,0,0,1.603031e-07,3.345051e-08,0,0,0,0,0,0,3.219693e-08,6.049813e-07,2.926633e-07,0,0,0,4.748609e-07,0,6.935315e-07,0,5.353694e-08,0,0,0,0,0,0,7.408354e-08,0,0,0,1.970576e-06,4.587313e-07,1.9807e-06,2.071358e-07,0,0,0,0,0,1.351729e-06,0,0,0,0,3.239844e-07,2.723395e-06,9.736731e-07,9.471053e-07,1.118326e-07,1.088627e-07,8.652087e-08,0,0,1.805956e-07,5.271716e-08,0,0,0,7.970532e-07,1.937015e-06,5.917401e-07,1.763077e-07,7.271797e-08,2.224918e-07,2.931479e-07,0,2.133374e-06,0,1.022969e-06,3.844301e-07,0,0,1.649516e-06,0,1.187221e-07,1.362808e-07,0,0,0,0,2.697567e-07
"Siccibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714539e-07,3.311182e-07,0,3.270014e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.633135e-06,0,2.321445e-06,0,1.032117e-07,0,0,0,0,0,1.955816e-07,1.376426e-07,0,0,0,0,0,1.433599e-07,1.360454e-07,0,2.272296e-07,0,0,0,4.293579e-07,1.319242e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.692279e-06,6.390254e-06,3.26787e-06,4.607768e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27704e-06,2.166152e-06,2.3267e-05,0,0,1.439741e-07,0,0,0
"Simplicispira",0,0,0,0,0,3.324479e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.176512e-08,0,0,0,0,0,0,0,0,0,0,0,1.677622e-07,0,0,0,0,0,0,0,2.06684e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.858153e-07,0,0,0,1.17914e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Singulisphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.427615e-07,0,0,0,1.58088e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sinomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227843e-07,0,9.828567e-08,1.012336e-07,0,0,0,0,1.563605e-07,0,0,9.641214e-08,0,3.735469e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.547572e-08,0,0,0,0,0,0,0,0,0,0,0,1.972703e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573189e-07,0,0,6.483665e-08
"Sinorhizobium",0,0,0,3.453576e-06,0,1.13206e-05,0,5.795552e-07,4.222302e-06,3.591213e-05,1.816432e-07,4.213984e-07,1.150779e-07,2.605055e-07,7.414283e-07,4.891694e-07,4.825202e-07,4.072412e-07,0,1.966661e-07,0,0,1.080881e-07,0,0,0,0,1.261739e-07,7.253679e-08,0,0,0,1.319401e-07,1.13434e-07,0,1.212935e-06,0,2.953702e-07,0,0,0,0,0,1.678118e-07,1.228539e-05,3.890273e-07,1.073783e-06,0,0,7.235858e-05,3.117572e-05,1.491267e-07,0,0,0,0,0,0,2.089826e-06,0,6.025894e-07,4.310139e-07,5.911599e-05,4.381175e-07,2.416873e-07,6.81854e-07,7.037169e-07,4.02693e-07,2.479981e-07,0,0,1.298365e-06,0,0,6.889762e-08,9.644188e-06,2.700103e-06,6.234681e-07,2.525326e-07,6.779638e-07,0,1.94709e-07,0,0,0,0,1.794682e-06,2.062025e-06,0,0,0,0,6.069916e-08,2.238471e-05,1.421357e-05,1.690588e-05,9.325897e-08,1.476769e-06,1.263732e-07
"Skermanella",0,0,0,0,6.065141e-06,2.233698e-05,3.783581e-07,0,0,5.351547e-08,0,0,3.240582e-08,0,0,0,8.572695e-07,0,0,0,0,0,0,0,0,0,0,0,0,1.470361e-07,0,0,0,0,0,6.726997e-08,0,0,4.341122e-08,0,0,0,0,0,0,0,1.016547e-06,0,0,8.568461e-08,3.451256e-07,1.914714e-07,0,0,0,0,0,7.951071e-08,0,0,4.233756e-07,3.008053e-06,0,3.132832e-07,3.370006e-07,4.357227e-07,0,0,0,0,0,0,0,4.478395e-06,0,8.404398e-05,8.808158e-08,3.006301e-07,1.37421e-07,0,0,0,0,0,0,0,0,5.169741e-08,0,0,4.956877e-06,0,0,2.216716e-07,2.82152e-07,0,0,0,0
"Slackia",1.924754e-05,2.512021e-05,2.569134e-05,5.161451e-06,1.485913e-06,2.656891e-06,6.232252e-07,2.028928e-05,3.429137e-05,7.636918e-06,6.727607e-06,4.602894e-06,6.209024e-06,6.334576e-06,7.415415e-06,2.783628e-06,0.0002372081,4.076604e-06,1.250018e-05,9.35771e-06,6.732394e-06,7.921241e-06,5.003132e-06,1.019899e-05,1.072789e-05,1.69233e-05,6.246072e-07,1.116619e-05,6.341901e-05,2.585426e-05,5.472082e-07,7.78966e-08,1.83639e-07,1.454513e-05,0,6.451187e-06,1.021057e-07,8.306029e-06,4.018126e-06,2.576539e-06,1.722718e-06,1.06177e-05,5.220007e-05,1.152951e-05,3.350889e-06,2.683565e-07,1.19117e-06,4.022237e-05,1.485061e-05,3.191108e-05,3.425919e-05,3.952892e-06,1.104838e-06,1.317223e-06,2.809131e-06,1.248673e-05,3.954571e-05,2.664381e-05,3.23837e-06,1.260007e-05,1.038158e-06,4.082946e-06,2.190496e-05,7.599317e-05,1.416798e-05,0.0002221539,4.584347e-06,8.453076e-07,8.831159e-07,2.166646e-05,2.618284e-05,3.091271e-06,7.080572e-07,3.017095e-06,2.03744e-07,7.807246e-06,1.641996e-05,3.603851e-05,1.495922e-05,6.478963e-06,4.988807e-06,6.675762e-06,2.744851e-05,1.3818e-05,2.751999e-05,4.42199e-05,3.328004e-05,9.055245e-06,5.343784e-05,3.958491e-05,1.471464e-05,1.67837e-05,3.894869e-05,4.955844e-06,1.123193e-05,6.973785e-06,1.344723e-06,4.971844e-06,9.807748e-05
"Smaragdicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.194601e-07,0,0,0,0,0,0,0,0,0,0,1.874996e-07,0,0,1.565154e-06,0,0,0,0,0,0,0,0
"Smithella",0,0,0,0,0,9.681256e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177507e-07,2.861194e-06,6.843027e-05,0,0,0,0,0,0,0,0,0,0,0,2.540151e-05,4.607578e-07,0,0,0,0,6.761214e-08,0,0,0,0,0,0,0,6.942707e-07,2.033044e-07,9.896383e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.994728e-05,3.92769e-05,0,4.241159e-08,0,0,0,0,0,0
"Snodgrassella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.230763e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soleaferrea",0,0,0,0,0,0,0,0,1.412628e-07,1.106745e-07,1.674939e-07,6.950973e-09,4.448935e-08,0,2.07281e-07,0,1.958174e-06,0,0,5.647705e-07,0,0,9.974749e-08,0,1.106776e-07,2.05101e-07,0,0,9.213914e-07,1.152908e-07,0,0,0,4.999809e-07,0,4.474767e-07,4.172664e-08,2.728998e-07,1.281202e-05,7.204305e-06,1.367311e-07,0,0,6.176261e-08,7.46536e-08,0,0,0,0,4.870494e-08,2.892712e-07,0,0,3.043253e-08,0,0,0,4.258875e-07,0,0,0,0,8.298549e-08,1.463659e-06,1.62227e-07,2.932104e-06,4.39362e-08,0,0,0,3.059725e-06,0,0,0,0,0,1.767384e-07,6.320339e-07,8.820414e-07,1.360286e-07,8.454822e-08,5.417116e-08,6.930516e-07,0,0,0,0,0,0,0,0,0,0,0,2.917572e-07,1.266221e-07,0,0,1.587623e-06
"Solibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.336352e-07,0,2.69643e-07,4.670877e-07,0,2.39502e-07,0,3.342347e-07,2.43629e-07,1.274233e-06,9.568072e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solimonas",0,0,0,0,0,0,0,0,1.267993e-06,1.947498e-06,1.124202e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.039839e-06,1.266917e-06,4.247598e-07,0,0,0,0,0,0,0,0,0,0,3.427661e-06,8.553687e-08,7.821065e-07,2.643711e-07,0,0,0,0,0,0,0,0,0,0,0,1.026027e-07,5.002744e-07,5.291889e-07,0,0,0,0,0,0,0,1.213765e-07,0,0,0,0,0,1.719228e-06,5.630772e-06,1.439741e-06,0,0,0
"Solirubrobacter",0,0,0,3.598861e-07,0,0,0,0,0,0,0,0,0,0,1.853571e-07,2.498336e-07,8.37584e-06,1.232068e-07,7.537097e-07,3.532498e-07,6.869302e-08,0,1.87269e-07,2.066139e-07,0,3.464111e-07,0,0,0,7.026502e-08,0,0,0,0,0,0,0,1.718206e-07,0,0,0,0,0,0,0,0,0,0,0,1.203547e-07,0,0,0,0,1.3127e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.315395e-07,0,0,0,0,0,7.546808e-08,0,0,1.789276e-07,1.077124e-07,2.475503e-07,0,0,0,7.136991e-06,1.168602e-06,0,0,8.389223e-06,0,0,0,3.963175e-07,1.542579e-07,0,0,2.453992e-06
"Solobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31015e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sorangium",0,0,0,0,0,0,0,0,0,1.444918e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.658833e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.774372e-07,0,0,0,0,0,0,0,0,0,0,0,0,4.991988e-07,0,2.614336e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,2.205986e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sordaria",0,0,0,1.163789e-06,0,0,0,1.478109e-06,1.415822e-06,4.367776e-07,9.528952e-08,2.34467e-06,2.889951e-06,4.940275e-06,0,1.434626e-07,4.469174e-06,0,0,6.70355e-07,0,0,0,0,0,0,0,0,9.988466e-06,6.107652e-08,0,0,0,0,0,0,0,1.982996e-06,0,0,0,0,0,0,0,0,0,0,5.137574e-07,8.048986e-07,7.039378e-07,0,3.419e-07,0,0,0,0,0,1.855637e-07,0,0,0,0,1.439996e-06,0,5.602149e-08,2.478838e-06,2.491575e-06,1.064978e-06,0,0,0,0,6.783695e-07,1.81708e-07,1.508248e-06,2.611914e-06,1.404867e-07,0,3.203933e-07,1.252538e-06,0,0,0,0,0,0,1.243809e-07,0,0,0,0,1.284701e-07,0,0,1.385847e-07,5.794677e-07,2.45847e-05,2.048964e-07
"Spathaspora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376075e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289538e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphaerobacter",0,0,0,1.181019e-07,0,0,0,0,0,1.083688e-07,0,0,0,0,1.606428e-07,6.008043e-07,5.784915e-07,0,3.8413e-07,5.842208e-08,8.911527e-08,0,1.243639e-07,1.715135e-07,0,3.28758e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.495076e-08,5.680739e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.156973e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
