"","CBJMC00700","CBJMC01400","CBJMC02800","CBJMC04200","CBJMC04201","CBJMC04202","CBJMC04203","CHCFC00700","CHCFC01400","CHCFC02800","CHCFC04200","CHCFC05601","CHCFC05602","CHCFC05603","DGYFC06201","DGYFC06202","DGYFC06203","DGYMC06201","DGYMC06202","DGYMC06203","DHCFC07801","DHCFC07802","DHCFC07803","DHCMC07801","DHCMC07802","DHCMC07803","DHKFC23501","DHKFC23502","DHKFC23503","DSLFC04101","DSLFC04102","DSLFC04103","DSLMC04101","DSLMC04102","DSLMC04103","DSTFC04001","DSTFC04002","DSTFC04003","DSTMC04001","DSTMC04002","DSTMC04003","HBJMC00700","HBJMC01400","HBJMC02800","HBJMC04200","HBJMC04201","HBJMC04202","HBJMC04203","HHCFC00700","HHCFC01400","HHCFC02800","HHCFC04200","HHCFC05601","HHCFC05602","HHCFC05603","LBJMC00700","LBJMC01400","LBJMC02800","LBJMC04200","LBJMC04201","LBJMC04202","LBJMC04203","LHCFC00700","LHCFC01400","LHCFC02800","LHCFC04200","LHCFC05601","LHCFC05602","LHCFC05603","MBJMC00700","MBJMC01400","MBJMC02800","MBJMC04200","MBJMC04201","MBJMC04202","MBJMC04203","MHCFC00700","MHCFC01400","MHCFC02800","MHCFC04200","MHCFC05601","MHCFC05602","MHCFC05603","NBJMC00100","NBJMC00700","NBJMC01400","NBJMC02800","NBJMC04200","NBJMC04201","NBJMC04202","NBJMC04203","NHCFC00100","NHCFC00700","NHCFC01400","NHCFC02800","NHCFC04200","NHCFC05601","NHCFC05602","NHCFC05603"
"Hafnia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.866552e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halalkalicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halanaerobium",0,0,0,3.693582e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.057198e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.726866e-07,0,0,0,0,0,3.354306e-07,0,0,0,0,0,1.64679e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haloarcula",0,4.822304e-08,8.161442e-08,2.668367e-07,5.082813e-07,4.477754e-08,4.639581e-07,8.711507e-08,2.012184e-06,1.38636e-06,9.932968e-07,3.618433e-07,7.22786e-08,2.188145e-07,5.446702e-08,7.245637e-07,0,0,9.632261e-08,1.275327e-07,0,0,7.107569e-08,4.551603e-07,0,0,1.847292e-07,0,0,5.430658e-07,3.815476e-08,1.592151e-07,1.178707e-06,2.136453e-06,9.063143e-07,2.9248e-06,4.716103e-07,2.022524e-06,9.226558e-07,9.695182e-08,1.666128e-06,0,0,5.553763e-07,3.832195e-07,9.588685e-08,2.995611e-07,9.447108e-08,0,6.166882e-07,4.384259e-07,7.120488e-07,4.556379e-08,2.679032e-08,1.25174e-07,0,0,5.608497e-07,2.154141e-07,1.020729e-06,1.10783e-06,5.656967e-07,1.707423e-07,1.068061e-06,1.01033e-06,3.865759e-07,1.448602e-07,2.471287e-07,4.846526e-07,0,0,4.407599e-07,2.548471e-07,0,0,0,0,4.803394e-07,1.671154e-06,8.105855e-07,3.519983e-07,0,1.01785e-07,0,0,0,2.120405e-07,0,2.702847e-07,3.06427e-07,3.326015e-07,0,7.601589e-08,1.903958e-07,4.908155e-07,2.362127e-07,2.504933e-08,4.439473e-08,1.011981e-07
"Halobacillus",0,0,0,0,0,4.758179e-07,0,0,5.686701e-08,2.750964e-08,0,0,0,0,1.085214e-07,1.089538e-07,0,0,0,0,4.231253e-08,7.191531e-08,0,1.485143e-07,1.410661e-07,0,1.238119e-07,1.177143e-06,3.024711e-07,4.007472e-08,1.84123e-07,0,1.065764e-07,9.235203e-07,0,5.39578e-08,0,1.257503e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.72591e-08,4.977907e-08,0,0,0,0,0,4.755109e-08,0,0,3.531626e-07,0,1.273907e-07,0,0,1.100319e-07,4.503337e-08,1.969541e-07,0,0,0,0,0,0,0,0,3.956693e-08,0,7.654364e-08,2.046468e-07,0,1.204831e-07,0,0,0,0,0,0,0,1.071679e-07,0,0,3.544713e-08,5.918925e-08,2.409192e-08,0,0,0,0
"Halococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halocynthiibacter",3.613303e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20003e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.691821e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333069e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.157939e-07,0,0,0,0,0,3.574785e-07,0,0,0,0,0,0,0,0,0,0,0,0
"Haloferax",0,0,0,3.077985e-08,8.788822e-08,0,0,4.067088e-07,0,0,0,8.736776e-08,0,0,8.476228e-08,2.978501e-07,0,0,0,0,2.616696e-08,0,5.530445e-08,0,2.547665e-08,0,0,8.435805e-08,0,1.461055e-07,1.469058e-06,1.651817e-07,0,5.496211e-06,4.701393e-07,6.953851e-07,7.746997e-07,0,1.689234e-07,1.307607e-06,6.029884e-08,0,2.797007e-06,1.571425e-07,0,7.461018e-08,0,1.634598e-07,0,3.998742e-07,4.54856e-08,5.832104e-08,7.090697e-08,0,0,9.102818e-08,0,0,1.553013e-08,0,0,0,5.314228e-08,2.54211e-07,0,0,0,3.845848e-08,0,0,0,0,1.982982e-07,0,0,0,3.961376e-07,0,4.483918e-08,8.409624e-08,0,0,7.919955e-08,0,0,0,0,3.460782e-08,0,0,3.697135e-07,7.845503e-08,2.365938e-07,0,0,5.251389e-08,0,0,0
"Haloferula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halomonas",0,0,0,1.096532e-07,0,4.600192e-08,0,0,0,2.159421e-08,3.46011e-08,1.394016e-07,1.311838e-06,3.08294e-06,1.67869e-07,1.544931e-07,0,1.301157e-07,0,3.275498e-08,3.728791e-07,4.357056e-07,1.095287e-07,0,0,4.744524e-08,3.163006e-08,0,1.482859e-07,6.199058e-08,3.919806e-08,0,1.963683e-07,0,5.643008e-08,0,0,0,0,0,0,0,0,0,2.027902e-07,9.850876e-08,5.129204e-08,9.705428e-08,0,0,1.308092e-07,4.372288e-07,8.191693e-07,2.201829e-07,2.571935e-08,0,0,0,5.532608e-08,0,0,0,1.249972e-08,3.783421e-08,1.369709e-08,2.87413e-07,2.232318e-07,1.345596e-06,2.489524e-08,0,0,2.587497e-07,0,0,2.444454e-08,4.837752e-08,1.55294e-08,0,2.960086e-08,5.829249e-07,7.561214e-07,3.932627e-07,1.908369e-06,0,0,0,0,0,4.627921e-08,1.180522e-07,9.762746e-08,0,0,0,1.582222e-07,8.168666e-08,2.01271e-06,2.303237e-06,2.043063e-06
"Halorubrum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halothece",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helcococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.904577e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helicobacter",8.491935e-06,8.820735e-06,1.977848e-05,0.0003739522,0.0002105692,3.752458e-05,0.0001130088,1.653982e-05,4.744595e-06,4.241889e-05,3.661276e-05,1.281784e-05,0.0002419129,0.0006184319,0.0002214123,2.514666e-05,8.610678e-06,2.121497e-05,4.302784e-06,1.211817e-05,0.002153316,0.002560788,2.441955e-05,0.0002666527,2.129342e-05,0.0002366389,9.648665e-05,1.545304e-05,0.0002091903,1.026003e-05,8.143297e-06,1.207384e-05,1.658119e-05,1.409401e-05,2.871478e-05,1.083474e-05,2.01994e-05,1.820816e-05,1.114344e-05,1.09956e-05,8.962142e-06,5.930171e-06,7.994893e-06,2.660695e-05,2.83187e-05,3.500254e-05,0.0001882132,4.420748e-05,4.894834e-06,3.854353e-06,1.183763e-05,4.44205e-05,0.0003657718,7.654945e-05,1.681905e-05,9.982027e-06,7.360796e-06,2.993881e-05,3.029482e-05,0.00162277,8.227625e-05,0.0002207274,8.530647e-06,3.240623e-06,2.828158e-05,0.0001167412,6.474561e-05,5.779361e-05,1.429868e-05,8.115887e-06,1.236869e-05,1.22191e-05,3.643881e-05,0.0006916106,0.0006390132,7.282993e-05,5.980398e-06,4.342993e-06,1.378426e-05,4.836391e-05,1.948072e-05,1.609586e-05,0.0005016505,3.150813e-06,2.056138e-05,1.003186e-05,3.17896e-05,7.520343e-05,0.0002636624,8.795523e-05,5.305151e-05,2.16915e-06,8.993561e-06,3.517584e-06,2.01689e-05,1.440678e-05,1.831742e-05,6.543863e-05,5.32718e-05
"Herbaspirillum",0,0,0,0,0,0,0,5.93556e-08,0,2.677599e-07,0,1.407763e-07,0,5.269983e-08,2.206658e-07,3.093179e-06,0,0,1.431234e-07,1.399666e-05,5.23448e-07,9.388943e-08,0,2.351151e-07,8.246887e-07,2.114695e-06,1.17551e-07,0,0,1.791546e-06,1.184416e-05,1.501013e-07,4.480417e-08,8.464067e-08,4.390912e-08,8.546916e-08,3.345024e-08,0,0,0,0,0,0,0,0,0,0,0,1.448323e-07,0,4.535143e-08,0,5.383382e-07,0,0,0,0,0,0,0,0,0,1.264936e-07,8.955974e-08,1.315447e-07,1.483614e-07,0,0,4.787696e-07,6.398388e-08,0,0,0,0,0,1.290067e-07,0,0,2.575397e-07,8.262945e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,2.461854e-08,4.008213e-08,1.50262e-07,8.902666e-08,0,5.32302e-08
"Herminiimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.424217e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herpetosiphon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hirschia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hirsutella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Histophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.438553e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hoeflea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.684235e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556192e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,2.727674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.612988e-08,0,0,0,0,0,0,0,0,0,0,0,6.159398e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.263053e-08,0,0,0,0,0
"Holdemanella",0,6.721425e-07,9.373185e-08,1.105166e-07,1.317328e-07,7.663244e-07,1.801491e-07,1.133409e-06,0,3.38765e-08,1.775943e-07,0,2.455978e-07,0,3.492122e-07,9.11942e-07,1.560316e-06,5.988903e-06,0,2.503067e-08,2.632981e-05,2.485006e-06,1.536403e-06,4.308931e-06,3.316002e-06,1.741449e-06,3.086952e-06,9.878574e-07,5.997481e-07,4.373509e-07,0,6.568404e-07,0,4.039426e-07,8.531161e-08,8.832934e-07,0,2.726408e-07,3.173912e-07,1.411557e-07,3.041941e-08,5.022091e-06,2.965854e-06,6.387471e-07,1.700563e-07,2.265615e-06,0,3.254921e-07,3.865995e-07,3.647809e-07,1.067648e-07,0,9.950698e-08,1.937207e-06,2.875176e-08,1.39703e-06,5.583557e-07,1.583788e-07,9.835747e-08,9.673223e-07,0,4.183865e-08,0,1.187069e-07,1.537806e-07,1.706592e-07,2.953351e-07,2.044071e-07,2.67348e-07,0,2.227048e-06,0,5.975564e-07,0,4.927403e-08,3.631347e-07,7.868571e-07,0,0,5.50863e-08,3.285026e-07,1.35952e-06,3.608657e-07,0,0,1.399297e-06,7.15889e-07,4.177544e-07,9.328723e-08,3.148251e-07,1.205622e-06,4.367248e-07,3.935468e-08,2.616884e-07,0,0,0,4.596777e-08,3.420029e-07
"Holdemania",0.0001265945,0.0001670819,0.0001131503,0.0001719404,0.000179447,0.0001770586,0.0001496639,5.644661e-05,6.745378e-05,8.183879e-05,9.163482e-05,0.0001007094,6.370586e-05,0.0001164501,9.757092e-05,0.0001314175,8.404135e-05,0.0001483713,2.72387e-05,6.295648e-05,0.000133825,0.000103826,0.0002574322,0.0001450541,0.0001061275,0.000159613,9.949743e-05,0.0001386596,7.890918e-05,9.342958e-05,9.472821e-05,0.0001047823,0.0001450811,0.0001222984,0.0001016362,9.251206e-05,0.0001003106,0.0002106181,0.0001192906,0.0001061252,0.0001367854,9.633823e-05,5.662822e-05,8.773099e-05,0.0001276195,0.0002042727,0.0001337493,0.0001401534,1.342047e-05,0.0002921267,0.0001259393,7.606751e-05,9.084404e-05,0.0001363034,0.0001077616,0.0001089113,0.0001199563,0.0001252272,0.0001975391,0.0001700298,0.0001331722,0.0001983895,0.0001515536,0.0001366216,6.879197e-05,0.0001343606,7.662267e-05,0.000110242,0.0001503269,8.250696e-05,8.250285e-05,9.414672e-05,0.0001243262,0.0001317153,7.069232e-05,0.0001668228,4.597482e-05,9.13097e-05,7.322196e-05,7.985053e-05,0.0001159147,0.000118088,0.0001088851,2.80346e-06,7.539678e-05,0.0002252685,8.503375e-05,0.0001405216,0.0004703404,0.0001148393,0.000144894,6.096734e-05,0.0001005401,0.0001119849,9.585308e-05,0.0001874801,7.559479e-05,6.546981e-05,0.0001125467
"Hoyosella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.491274e-08,0,0,0,7.036902e-08,0,0,0,3.731119e-08,0,0,4.224689e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hyalangium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hydrocarboniphaga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hydrogenophaga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.337707e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.588937e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hylemonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.039866e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hymenobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.734322e-06,1.709661e-06,0,1.390489e-06,2.670656e-07,2.79218e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hyphomicrobium",0,0,0,0,2.609482e-07,3.623249e-07,1.688047e-07,0,0,0,7.297125e-08,0,7.832415e-09,0,1.216696e-07,4.017292e-08,4.765608e-08,0,0,5.081985e-08,0,0,0,1.377528e-07,0,0,4.163134e-08,0,0,1.004404e-07,1.270216e-07,0,0,4.421175e-08,9.143101e-08,0,0,0,0,0,0,0,0,0,0,1.23903e-07,2.409005e-07,1.089732e-07,0,5.92796e-08,1.946093e-07,0,0,0,8.334372e-07,1.947312e-07,0,0,0,5.979844e-07,2.580324e-07,1.485589e-07,0,0,0,8.114084e-08,8.037602e-08,0,0,0,3.32602e-07,0,0,2.324728e-07,3.203737e-08,2.948725e-07,4.237168e-07,0,9.592178e-08,0,0,0,1.594884e-07,0,0,0,0,0,6.888069e-08,9.705313e-07,0,0,0,0,0,1.123398e-07,0,6.522801e-08,2.52675e-07
"Hyphomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ideonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ilumatobacter",0,0,0,0,0,4.836342e-08,1.879173e-07,0,0,0,2.682105e-08,1.021517e-07,0,0,2.515415e-07,1.107436e-07,8.366724e-08,1.896705e-07,0,0,2.45013e-08,0,1.919189e-08,0,1.192747e-07,2.494041e-08,3.325378e-08,7.318537e-08,2.030966e-07,2.769846e-07,2.060514e-07,8.512287e-06,5.161219e-07,0,1.186538e-06,0,0,0,4.396518e-08,8.726327e-08,0,0,0,0,2.956489e-08,0,0,0,0,0,0,0,0,2.893574e-08,0,0,0,0,7.270778e-08,3.062419e-08,0,0,0,0,0,1.342073e-07,2.607682e-07,0,5.234646e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.47661e-08,0,0,0,0,0,3.240486e-08,0,0,0,0,0,0,0,1.822351e-08,0,0,0
"Intestinibacter",4.403713e-07,0,3.765718e-07,5.715258e-07,0,0,8.027695e-07,2.00976e-07,0,1.428713e-07,2.291553e-07,1.416143e-07,0,1.442311e-07,0,0,0,5.02838e-07,0,0,2.540754e-06,1.900169e-06,2.09016e-07,1.133591e-07,2.038132e-07,0,1.116164e-06,4.488612e-07,4.247391e-07,8.259008e-07,0,1.411785e-06,9.203285e-07,2.776808e-07,0,0,0,4.984128e-07,1.252108e-07,0,0,7.103268e-07,0,1.003587e-06,5.051966e-07,2.212127e-07,3.126372e-07,0,0,0,1.348608e-07,0,1.051165e-07,2.631203e-07,4.852872e-07,5.397811e-07,1.057937e-06,4.705055e-07,9.763273e-07,0,0,4.044806e-07,2.511148e-07,0,0,0,0,6.770296e-08,4.270413e-07,0,1.382924e-06,0,2.680992e-07,1.968086e-07,4.151283e-07,2.948725e-07,0,0,8.46055e-07,3.424642e-08,0,3.677261e-07,0,2.25772e-05,0,1.18837e-07,4.891811e-07,1.562492e-07,8.417426e-07,2.661159e-07,0,0,0,0,2.157201e-07,1.88428e-07,0,2.554844e-07,4.720289e-07
"Intestinimonas",0.0002800226,4.332268e-05,0.0002813444,0.0003683168,0.0004000463,0.0003683115,0.0008973056,0.0006085418,0.0008469666,0.0001981748,0.0002329586,0.000371592,0.000250222,0.0004248211,0.0004547805,0.0003726072,0.0001750227,0.0001497546,6.325486e-05,0.0001322795,0.0005953821,0.0007430011,9.906704e-05,0.0004119612,0.0002272268,0.0003688745,0.0001929904,0.0001669441,0.0002392423,0.0003043469,0.0004092477,0.0002278534,0.0003373696,0.000191794,0.0001742058,0.0009539249,0.0008355413,0.000535148,0.0007487073,0.0008354435,0.0007210146,0.0001402222,0.0002152562,0.0001672058,0.0004257979,0.0002230396,0.0002311623,0.0003353125,2.782433e-05,6.987325e-05,0.0002079834,0.0001265259,0.0002178169,0.0003681401,0.0001418166,7.568058e-05,3.21796e-05,0.0002477472,0.0001665168,0.0001572814,0.0002530102,0.0002751048,0.0003125999,0.0002297986,0.0002022476,0.0002327846,0.0005679905,0.0001224862,0.000142269,3.61457e-05,0.0001501867,0.0001511071,0.0001923259,0.0002032358,0.0006956151,0.0006333406,0.0002755815,0.0002626958,0.0001428199,0.0001477889,0.0001755726,0.0003017657,0.0004917369,2.19505e-06,0.0001874316,3.086186e-05,9.551431e-05,0.0003091711,0.0002392081,0.0002367204,0.0002813585,4.192596e-05,0.000565598,0.0003051978,0.0001725347,0.000131164,0.0004338502,0.0006246163,0.0002181259
"Intrasporangium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.112646e-07,5.958267e-08,7.994103e-08,1.691504e-07,8.718799e-08,2.861869e-08,1.13545e-07,4.506693e-08,3.120685e-08,0,0,2.793998e-07,0,0,3.364219e-08,0,0,0,0,5.755565e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.100915e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31663e-08,0
"Isoptericola",0,0,0,0,0,0,0,0,3.959629e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.004006e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.564952e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
