"","CBJMR00700","CBJMR01400","CBJMR02800","CBJMR04200","CBJMR04201","CBJMR04202","CBJMR04203","CHCFR00700","CHCFR01400","CHCFR02800","CHCFR04200","CHCFR05601","CHCFR05602","CHCFR05603","DGYFR06201","DGYFR06202","DGYFR06203","DGYMR06201","DGYMR06202","DGYMR06203","DHCFR07801","DHCFR07802","DHCFR07803","DHCMR07801","DHCMR07802","DHCMR07803","DHKFR23501","DHKFR23502","DHKFR23503","DSLFR04101","DSLFR04102","DSLFR04103","DSLMR04101","DSLMR04102","DSLMR04103","DSTFR04001","DSTFR04002","DSTFR04003","DSTMR04001","DSTMR04002","DSTMR04003","HBJMR00700","HBJMR01400","HBJMR02800","HBJMR04200","HBJMR04201","HBJMR04202","HBJMR04203","HHCFR00700","HHCFR01400","HHCFR02800","HHCFR04200","HHCFR05601","HHCFR05602","HHCFR05603","LBJMR00700","LBJMR01400","LBJMR02800","LBJMR04200","LBJMR04201","LBJMR04202","LBJMR04203","LHCFR00700","LHCFR01400","LHCFR02800","LHCFR04200","LHCFR05601","LHCFR05602","LHCFR05603","MBJMR00700","MBJMR01400","MBJMR02800","MBJMR04200","MBJMR04201","MBJMR04202","MBJMR04203","MHCFR00700","MHCFR01400","MHCFR02800","MHCFR04200","MHCFR05601","MHCFR05602","MHCFR05603","NBJMR00100","NBJMR00700","NBJMR01400","NBJMR02800","NBJMR04200","NBJMR04201","NBJMR04202","NBJMR04203","NHCFR00100","NHCFR00700","NHCFR01400","NHCFR02800","NHCFR04200","NHCFR05601","NHCFR05602","NHCFR05603"
"Actinoalloteichus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.964636e-07,0,8.18538e-08,0,0,0,0,4.151218e-07,0,9.106868e-08,1.780813e-07,1.066087e-06,1.028266e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinobacillus",0,8.003731e-07,1.208411e-05,2.411436e-06,4.701199e-07,0,1.679187e-06,3.273178e-06,6.854882e-07,1.188399e-06,1.24081e-06,6.831745e-06,4.934326e-06,2.935198e-06,3.661339e-05,0.0001172956,1.136788e-05,6.895554e-06,4.044775e-07,8.652377e-06,1.287164e-06,9.101303e-07,3.249824e-07,9.786847e-05,3.564246e-06,1.503895e-06,3.524391e-06,2.29714e-06,4.687231e-06,1.359839e-06,1.197927e-06,6.510749e-07,7.168209e-08,7.173178e-08,1.758173e-07,6.649346e-07,1.123025e-06,2.31219e-07,1.760653e-07,6.232036e-07,0,3.061697e-06,2.525097e-06,1.2693e-06,2.7204e-06,6.259948e-05,2.01012e-06,2.075941e-06,9.612889e-06,4.620296e-06,3.10894e-06,2.906798e-07,4.034125e-06,3.141473e-06,1.140195e-06,0,3.086481e-06,1.086792e-06,1.408503e-06,1.105629e-06,2.589242e-07,1.304477e-05,8.434644e-06,3.052801e-05,3.425528e-07,1.315694e-06,1.018764e-05,3.326277e-06,2.032213e-06,1.809233e-06,1.831427e-06,2.804441e-06,4.436812e-06,1.737918e-06,1.879784e-05,3.14973e-06,4.145558e-06,1.385575e-05,1.087674e-06,1.474981e-06,3.213577e-06,2.397681e-06,2.037141e-06,2.364508e-05,1.219341e-05,8.129557e-06,1.480229e-05,5.985561e-06,4.00416e-06,2.026885e-05,9.253945e-07,8.811793e-05,3.56906e-06,5.781151e-06,3.026362e-07,2.595128e-06,5.463324e-06,5.618541e-06,4.090659e-06
"Actinobaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02312e-07,0,2.328974e-06,0,0,0,0,1.686647e-07,0,0,0,1.140233e-06,5.084205e-07,8.148213e-07,7.919915e-08,0,0,0,0,0,0,0,0,2.845514e-07,1.421712e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.835433e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinokineospora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60371e-07,0,0,0,0,0,0,0,0,6.010831e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomadura",0,0,0,4.139632e-07,0,0,0,0,0,1.268701e-06,1.434985e-06,6.952961e-07,8.450939e-08,3.327466e-07,2.071538e-07,9.1005e-07,1.438741e-07,9.898843e-08,0,1.246426e-07,5.594037e-07,5.22571e-07,6.939032e-07,0,0,5.319819e-07,0,0,3.69596e-07,9.513739e-07,1.747604e-06,4.291886e-06,2.953302e-07,3.940466e-07,5.040096e-07,3.215971e-06,2.501006e-07,2.488876e-06,0,1.069833e-07,0,0,2.167375e-07,1.867685e-07,1.057363e-06,0,0,0,0,0,1.334415e-06,2.607435e-07,4.56158e-07,3.048439e-07,3.575168e-07,0,0,0,0,0,0,0,1.81764e-07,0,8.364163e-07,1.144272e-06,1.154005e-06,1.05474e-06,2.493261e-07,0,0,0,0,2.864089e-07,0,2.76104e-07,0,0,5.049588e-07,0,0,3.222163e-06,0,0,0,0,0,1.666251e-07,0,0,0,0,0,1.099062e-06,8.312407e-07,1.021389e-06,3.739019e-07,0,0
"Actinomyces",1.121807e-05,7.63238e-06,8.39416e-06,8.294453e-06,1.071177e-05,1.010569e-05,1.660912e-07,1.945071e-05,1.396266e-05,1.056681e-05,1.357865e-05,9.823092e-06,1.043502e-05,8.398223e-06,4.060422e-05,2.091969e-05,9.205094e-05,1.420759e-05,1.853896e-05,2.140443e-05,2.072063e-05,4.081746e-05,1.753057e-05,7.081748e-06,3.384901e-05,0.0001406346,7.719354e-06,7.739375e-05,5.408855e-06,1.573877e-05,7.284019e-06,1.230592e-05,1.160628e-06,5.480559e-07,8.549465e-06,1.402967e-05,3.08426e-05,2.263439e-05,3.789384e-05,2.388562e-05,9.332787e-06,5.050674e-06,3.498587e-07,9.091117e-07,1.022495e-05,9.304107e-06,4.278988e-06,2.007717e-06,1.516558e-05,1.455466e-05,1.642576e-05,5.099839e-06,9.826074e-06,1.517324e-05,8.313509e-06,6.228704e-06,6.050089e-06,5.690789e-06,8.181741e-06,9.784492e-06,1.522339e-06,4.509348e-06,1.263019e-05,1.439596e-05,1.34188e-05,8.764229e-06,1.000782e-05,1.954297e-05,1.595401e-05,5.313136e-06,1.331857e-05,2.769398e-06,1.473872e-05,1.489026e-05,1.72873e-06,4.524539e-06,1.883588e-05,9.03116e-06,1.392723e-05,1.117374e-05,7.00159e-06,1.126447e-05,8.989436e-06,0,1.331709e-05,1.000371e-05,1.086518e-05,8.764679e-06,1.169088e-06,5.121414e-06,7.680824e-06,0,2.057181e-05,7.235792e-06,1.798654e-05,1.331499e-05,1.11672e-05,1.456777e-05,1.135017e-05
"Actinomycetospora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.537717e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.664805e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinoplanes",0,2.829694e-07,0,3.3747e-07,1.7189e-07,0,0,0,2.161083e-07,4.922394e-07,7.311407e-08,0,6.889352e-08,0,1.043329e-06,9.891848e-07,1.50611e-06,4.034855e-07,4.390009e-08,1.045363e-06,3.051415e-07,1.792275e-06,2.262728e-07,1.465756e-07,1.418532e-07,5.491561e-06,1.989472e-07,2.960097e-08,6.35773e-08,8.617517e-08,0,2.186762e-07,0,0,1.527302e-07,0,2.038864e-07,3.381625e-07,0,8.721463e-08,0,5.712949e-07,0,1.522569e-07,1.723961e-07,0,0,0,0,0,0,0,0,8.283802e-08,0,0,0,2.433468e-07,1.75422e-07,2.121983e-07,0,0,1.481772e-07,0,1.515247e-07,0,8.552406e-08,8.598423e-08,0,0,0,0,1.693398e-07,8.171994e-07,0,0,1.158509e-07,0,2.623945e-07,1.898597e-07,3.349277e-08,7.505037e-08,0,0,3.624245e-07,1.761594e-07,1.483506e-07,1.358357e-07,0,0,0,0,6.77628e-08,1.119968e-07,8.998793e-08,3.122453e-07,6.096227e-08,7.230256e-08,1.849803e-07
"Actinopolyspora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.972357e-07,0,0,2.503742e-07,0,0,0,1.830834e-07,0,2.248108e-07,0,0,0,0,0,0,7.238485e-08,0,8.640164e-08,0,0,0,0,0,0,0,0,9.155319e-08,0,0,1.505763e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414327e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.084286e-08,0,0,0,0,0,0,0,0,0
"Actinosynnema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinotalea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07716e-06,0,1.507302e-06,1.03113e-07,0,9.442624e-08,0,7.793891e-07,3.564571e-08,1.213207e-07,0,4.415278e-06,0,2.383857e-07,0,0,0,0,0,0,7.065555e-08,1.240729e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.993423e-08,0,0,0,0,0,0,0,0,4.185551e-07,0,0,0,0,0,0,0,0,0,0,0,0,9.07051e-08,0,0,0,0,0,0,4.517051e-07,0,0,0,0,0,0,0,1.712507e-07,0,0,8.142042e-08,1.431071e-07,4.855378e-08,0,0,0,0
"Actinotignum",0,3.885551e-08,4.287016e-08,1.390175e-07,0,0,0,0,5.454023e-08,6.554713e-08,1.606327e-07,0,3.784003e-08,0,5.402584e-07,4.527612e-08,1.871566e-06,2.216159e-08,0,2.790507e-08,0,4.375817e-07,0,0,1.368834e-07,1.434473e-06,2.731812e-08,3.971001e-07,8.249911e-08,7.099805e-08,2.445342e-08,3.002719e-08,0,0,6.770278e-08,7.999927e-08,0,9.286852e-08,1.856006e-07,2.874178e-07,5.428959e-08,0,0,0,4.734461e-08,0,0,0,1.145652e-07,3.801444e-07,9.95832e-08,5.837541e-08,0,0,0,0,0,0,4.817559e-08,5.827535e-08,7.960952e-08,0,0,9.422562e-08,0,2.561804e-08,1.409232e-07,0,2.418835e-07,0,0,0,0,0,0,0,0,1.920692e-07,0,5.214057e-08,0,0,0,0,0,0,4.074105e-08,3.730412e-08,0,0,1.138097e-07,0,0,0,9.304934e-08,1.143346e-07,1.674188e-08,1.985623e-08,0
"Adlercreutzia",1.658476e-06,4.391147e-06,4.798785e-06,1.887366e-06,2.530412e-06,1.318933e-06,0,4.64283e-06,6.470183e-06,4.675655e-06,1.730774e-06,1.506653e-07,2.04369e-06,8.124688e-07,2.053052e-06,3.963421e-06,6.06064e-07,5.218082e-07,3.531409e-06,3.827336e-07,1.519651e-06,2.42098e-06,2.309476e-06,0,2.377377e-06,3.570075e-06,1.505319e-06,0,2.341191e-08,2.669574e-05,5.105765e-06,3.256907e-06,5.525907e-07,2.999495e-07,1.002539e-05,3.525577e-05,9.59939e-06,2.529233e-06,5.289922e-05,1.729879e-05,2.689503e-05,2.233168e-06,0,7.923716e-08,3.397034e-06,4.380858e-07,8.640526e-07,4.27117e-08,3.449377e-06,4.770384e-06,2.608436e-05,2.955199e-06,5.993876e-07,1.954016e-06,6.445477e-07,0,8.647234e-07,1.20769e-06,1.419838e-06,2.681842e-06,0,3.175304e-07,5.823297e-07,1.233966e-05,3.494666e-06,2.570884e-06,7.461815e-07,3.404301e-06,3.104178e-06,1.376458e-06,1.117652e-05,1.396864e-06,2.105837e-06,3.524575e-07,2.24771e-08,1.369479e-06,7.466203e-06,8.458369e-06,5.496926e-06,2.844932e-06,3.18347e-07,9.509339e-07,1.00042e-06,0,4.299279e-07,1.333366e-06,8.005775e-06,2.594437e-06,0,1.091625e-06,1.16289e-05,0,8.469773e-07,8.240217e-06,3.292946e-06,6.869881e-06,1.325822e-06,1.208037e-06,7.790765e-07
"Advenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.024018e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.932979e-07,0,0,0,0,0,0,0,0,0,0,0
"Aequorivita",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeriscardovia",0,0,0,0,0,0,0,0,8.381182e-08,5.372059e-07,2.468438e-06,5.467597e-07,2.442244e-06,6.296237e-07,2.265401e-07,6.261812e-07,1.291638e-07,0,3.528117e-07,0,0,6.744379e-08,0,0,0,0,8.395935e-08,0,1.907319e-07,0,0,0,0,0,0,0,7.743942e-07,0,0,0,0,0,0,0,0,0,0,0,0,7.302085e-08,1.530292e-07,1.614696e-05,1.883221e-06,2.796733e-07,6.149946e-07,0,0,0,0,0,0,0,0,0,0,2.676968e-06,3.248345e-06,7.837975e-06,4.117312e-06,0,0,0,0,0,0,0,0,0,0,1.041616e-06,1.597206e-06,1.393596e-06,3.766314e-07,0,0,0,0,0,0,0,0,0,0,0,0,4.56814e-06,4.579441e-06,1.830781e-07,7.806509e-08
"Aerococcus",0,6.741671e-07,0,0,1.036976e-07,9.39498e-08,4.866684e-06,3.339812e-07,3.128592e-08,1.377866e-07,2.84058e-07,1.883802e-07,7.508053e-08,1.402323e-06,5.134507e-06,2.659455e-07,0.0006020965,4.722475e-07,9.948677e-08,8.611026e-06,8.170664e-06,5.001161e-06,4.949912e-07,1.661715e-05,2.856767e-06,0.0001722114,1.460479e-07,3.755996e-06,3.238793e-06,7.209145e-07,2.669368e-07,4.698885e-07,1.039358e-05,2.268557e-06,2.193409e-06,1.49368e-06,9.089843e-07,6.247089e-07,7.529739e-07,2.869748e-06,4.093263e-06,0,1.154633e-05,2.063817e-06,0,3.923419e-07,2.808147e-06,3.443415e-06,1.513608e-06,3.167563e-07,2.130177e-07,4.262082e-07,0,3.472558e-07,2.638381e-06,0,4.028348e-06,2.092062e-07,4.767733e-06,0,6.730665e-06,1.166561e-05,2.11351e-07,3.678972e-08,1.201748e-07,2.235205e-07,1.35479e-07,9.161331e-08,7.417064e-08,2.494658e-07,5.730893e-07,4.60773e-06,1.251346e-07,0,6.257021e-06,8.452916e-07,2.360834e-07,5.433614e-08,7.251427e-07,7.550757e-08,1.202622e-06,6.248474e-08,4.861531e-07,0,0,7.684194e-07,0,3.270805e-07,5.289548e-06,9.009474e-07,8.216865e-08,4.843089e-05,1.327687e-06,4.511121e-07,1.224173e-07,4.875199e-07,2.417469e-08,2.278026e-08,2.980502e-06
"Aeromicrobium",0,0,0,0,1.976735e-07,0,7.061362e-08,0,0,7.31943e-08,1.118113e-07,1.48992e-07,0,0,1.702453e-06,0,7.068742e-06,0,0,2.421813e-08,0,2.241769e-07,0,5.37701e-07,5.49173e-08,3.075586e-07,0,3.863998e-08,0,0,0,2.011821e-07,8.931357e-07,2.775972e-07,1.062392e-07,0,2.813632e-07,3.111095e-07,2.507105e-07,0,2.434089e-07,0,0,4.815869e-07,0,0,5.095215e-07,0,0,0,0,9.777881e-08,0,0,0,0,0,1.823168e-07,1.339321e-07,0,5.994589e-07,5.813758e-07,0,0,0,0,0,0,0,0,0,3.043809e-07,1.557926e-07,0,0,4.141559e-07,0,0,0,0,0,0,0,0,0,0,0,0,3.051562e-06,3.129237e-07,0,0,0,0,0,2.687324e-07,5.608529e-08,1.330367e-07,6.862173e-08
"Aeromonas",5.585621e-06,2.541821e-06,3.977021e-06,1.361583e-06,6.665048e-06,1.023868e-05,4.030037e-06,4.668771e-06,1.734139e-07,3.464145e-06,1.083021e-06,2.449507e-06,1.243827e-06,1.610847e-06,1.008043e-05,1.626482e-06,1.278167e-05,2.172071e-05,3.545015e-07,4.238021e-06,1.774359e-06,1.653389e-06,8.830779e-07,0.0001285667,4.107046e-06,3.750084e-06,1.334753e-06,2.974272e-06,4.115188e-06,1.986954e-06,1.089506e-06,7.667809e-07,7.729452e-07,5.797133e-07,5.33917e-06,1.457435e-06,6.672718e-06,3.721509e-06,1.130553e-06,1.172746e-06,1.348423e-06,4.498259e-06,1.519629e-06,3.294297e-06,7.762501e-06,0.000108352,5.927148e-06,2.159129e-05,1.472648e-06,1.497624e-07,4.879185e-07,2.885365e-06,1.828429e-06,1.198483e-06,8.312487e-07,5.184838e-06,2.054277e-06,7.255912e-06,3.209577e-06,3.484593e-06,9.278324e-06,1.690516e-05,4.409407e-06,2.280827e-07,5.604257e-06,2.11084e-06,7.406816e-06,1.193265e-06,3.035327e-06,5.168899e-06,1.803536e-06,3.538631e-06,5.437563e-06,6.668432e-06,0.0002251903,1.081254e-05,8.857717e-07,5.600826e-07,1.115978e-06,2.105146e-06,1.755317e-06,1.35293e-06,1.243924e-06,1.804923e-06,1.646102e-05,1.005358e-05,6.221338e-06,4.175918e-06,5.614309e-06,3.141632e-05,3.168089e-06,4.381102e-05,9.3383e-06,2.206532e-07,1.783895e-06,1.309229e-06,1.347072e-06,1.105069e-06,1.153225e-06
"Aestuariimicrobium",0,0,0,0,0,0,0,0,7.308391e-08,0,0,0,0,5.595515e-08,9.570878e-08,0,9.065958e-07,0,0,0,0,1.336613e-07,0,0,0,2.899953e-07,0,2.342055e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.555326e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.132803e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.565138e-07,0
"Afipia",1.514261e-06,2.00156e-07,1.107504e-06,3.658957e-06,1.414548e-06,1.029519e-06,6.534166e-06,3.893168e-06,1.246438e-05,1.685761e-06,2.093113e-05,8.546813e-07,1.719303e-06,1.702553e-06,4.162474e-06,9.266866e-07,1.24074e-05,3.251724e-06,4.580328e-07,4.540462e-07,1.157994e-06,1.768138e-06,7.228297e-07,1.147768e-06,3.6036e-07,1.9492e-06,6.897129e-07,4.29233e-07,1.018787e-06,1.918497e-06,3.244441e-06,5.48405e-07,3.833561e-05,6.328792e-05,3.852318e-06,1.016442e-06,1.4958e-06,3.741991e-07,1.221901e-06,1.357508e-06,8.1769e-07,8.366517e-07,9.550313e-07,4.405281e-06,9.036956e-07,1.340351e-06,1.64825e-05,3.154357e-06,2.337873e-05,5.63199e-06,4.403238e-05,9.747707e-06,9.332858e-07,6.002942e-07,6.879566e-07,0,3.170144e-06,4.74509e-06,8.049194e-06,6.311158e-07,3.283593e-05,5.101501e-05,6.716254e-06,2.087133e-06,4.605281e-06,2.725246e-06,1.973857e-06,4.343103e-06,1.411788e-06,5.534196e-06,1.857956e-07,7.05636e-06,5.714486e-07,5.793679e-07,5.590492e-06,1.537078e-06,3.360571e-06,1.858132e-05,6.001802e-06,1.935244e-06,5.280759e-07,6.987715e-07,1.350021e-06,3.197328e-05,5.962353e-07,1.40624e-06,7.076723e-07,4.951721e-06,5.844078e-05,4.544648e-05,2.805287e-07,4.300507e-05,2.795813e-06,0.0001167988,2.152209e-06,5.872269e-06,1.622222e-06,1.394535e-06,1.228034e-06
"Aggregatibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.065918e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agreia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.971828e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.527233e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.772386e-08,0,0,0,0,0
"Agrobacterium",1.172827e-05,3.455295e-06,6.484007e-07,2.318103e-06,2.650631e-06,2.447541e-07,5.437669e-06,5.946829e-06,4.602299e-06,3.553414e-06,6.518501e-06,8.798148e-07,1.041505e-06,6.42931e-06,1.937078e-06,4.151366e-06,9.98874e-06,6.250996e-07,1.494981e-06,5.658626e-06,4.653627e-07,2.094374e-06,5.971371e-07,2.39599e-06,5.549059e-07,1.804983e-06,8.695262e-08,2.160673e-07,5.53436e-07,2.022128e-06,2.295174e-06,8.090654e-07,5.780674e-06,1.772269e-05,2.594193e-06,1.742455e-06,6.758189e-07,4.932619e-07,9.632941e-07,1.114343e-06,5.635513e-07,5.91156e-07,8.571746e-06,1.214192e-05,3.725849e-07,3.244424e-06,1.06139e-05,1.048614e-05,1.550279e-05,8.490686e-06,4.654333e-06,2.952835e-05,2.547074e-06,2.119941e-06,5.905964e-06,0,4.740852e-06,1.113603e-05,1.142225e-05,3.078687e-07,3.20084e-05,3.834296e-05,5.958244e-06,5.949508e-06,3.108239e-06,4.851049e-06,1.260168e-06,9.450871e-07,2.631515e-06,3.941201e-06,0.0002140615,7.824664e-05,1.212212e-06,5.74306e-07,9.093706e-06,1.842317e-06,1.515483e-05,3.673103e-06,6.395547e-06,4.517276e-06,7.202714e-06,1.878636e-06,4.151213e-06,2.458997e-05,1.050767e-06,4.112274e-06,2.189311e-06,2.573789e-06,5.149014e-05,4.153403e-05,1.625054e-06,2.23301e-05,7.425007e-06,1.156181e-05,2.679416e-06,5.380291e-06,1.315637e-06,9.625536e-07,1.874555e-06
"Agrococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07861e-06,0,2.242531e-06,0,5.049433e-08,3.436781e-07,1.103505e-08,6.653908e-07,6.915979e-08,0,5.475337e-08,3.957571e-06,0,3.320968e-06,6.836144e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37802e-08,0,0,0,0,0,0,0,0,0,0,1.311378e-07,0,0,0,0,0,0,0,0,0,0
"Agromyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.127528e-07,1.166731e-07,4.051518e-06,0,0,0,0,4.105614e-07,1.260827e-07,5.125723e-08,0,2.776983e-07,0,4.028624e-06,2.442982e-08,0,0,0,6.921802e-08,0,0,0,0,0,0,0,0,0,0,2.545138e-07,0,0,3.090042e-07,0,0,0,0,0,0,9.96222e-08,8.649601e-08,0,0,0,0,0,2.241108e-07,8.503868e-08,0,0,0,0,0,0,0,0,0,2.985165e-07,0,0,0,0,0,3.672557e-08,0,0,0,0,0,0,0,0,0,9.725199e-08,1.054804e-07,1.853494e-07,0,0,3.199991e-07,3.704215e-07,0,7.979603e-08,0,0,0
"Akkermansia",4.000513e-07,3.275317e-06,6.084726e-05,0.007175374,1.388613e-05,5.922643e-06,1.059361e-05,1.032847e-06,5.612922e-07,4.765511e-06,1.91883e-06,2.842488e-06,2.17045e-06,3.300771e-06,2.330532e-05,1.084036e-05,3.578873e-07,4.436349e-05,4.684197e-07,0.0001573759,1.24462e-06,9.758344e-07,1.458414e-06,4.047397e-07,2.515973e-06,2.954784e-06,3.579983e-06,1.391945e-06,1.181407e-07,1.009597e-06,3.985481e-06,6.147267e-06,9.110041e-06,1.004675e-05,2.225632e-06,1.873304e-06,2.87468e-06,1.281823e-06,1.239506e-06,2.134263e-06,1.203493e-06,4.031745e-06,2.465988e-05,0.003164878,1.487819e-05,0.0006237729,9.958944e-06,1.106606e-05,3.34349e-06,2.755453e-07,2.722703e-06,1.092861e-06,1.738449e-06,1.208371e-06,1.753379e-06,2.285468e-06,2.508821e-06,0.003393497,0.0001967442,6.295805e-06,1.689065e-05,0.0006243966,1.291158e-06,4.373704e-07,2.250661e-06,6.15257e-06,2.19185e-06,1.833786e-06,3.843538e-06,9.437294e-05,6.629994e-07,0.000154338,4.274396e-05,0.0009459482,0.0091339,9.180642e-06,1.407786e-07,1.322428e-06,3.014169e-06,2.937111e-06,1.811866e-06,2.788901e-06,3.15077e-06,0.0001206092,6.630342e-06,8.328585e-06,5.973147e-06,1.072804e-05,0.0003304659,0.0001360482,0.00113126,0,1.930842e-06,7.807327e-07,7.116314e-06,3.385168e-06,1.600295e-06,2.91843e-06,1.215964e-06
"Alcaligenes",9.714203e-06,0,9.863883e-07,2.352448e-06,1.280476e-07,6.008241e-06,0,0,1.509998e-07,1.362519e-07,2.346799e-07,1.239742e-06,0,3.23089e-06,1.205828e-07,4.377693e-07,1.114668e-06,1.448679e-07,0,5.873144e-07,2.68772e-07,1.014406e-07,1.441996e-07,1.698654e-06,2.343602e-07,2.261729e-06,1.88358e-07,7.503344e-08,6.707816e-07,8.148249e-07,6.770161e-08,3.156261e-07,5.492581e-07,7.944487e-08,4.482675e-07,3.385642e-06,2.261729e-06,7.08204e-07,9.962611e-07,8.59759e-06,2.691909e-07,1.88384e-06,3.332824e-07,6.011862e-08,6.879886e-07,4.192838e-07,8.815928e-06,0,0,5.798194e-08,7.913069e-08,7.704971e-08,4.036483e-07,3.402276e-08,2.374534e-07,0,0,1.581662e-06,2.126577e-06,1.944304e-06,2.141884e-07,1.509622e-05,6.085847e-08,8.619002e-08,1.687619e-07,5.098863e-07,6.721187e-07,3.202652e-08,6.702315e-08,0,0,1.434254e-06,1.331682e-06,1.871623e-07,9.589839e-06,1.781316e-06,9.516327e-08,1.932802e-07,2.61161e-07,7.071697e-08,9.968159e-06,0,3.349165e-07,9.404604e-06,0,1.742652e-07,7.33777e-07,5.865076e-07,9.08633e-08,2.668446e-07,3.074698e-06,2.267945e-06,2.129118e-07,1.2687e-07,1.908128e-07,7.545513e-08,1.092837e-06,1.523016e-06,1.09091e-07
"Alcanivorax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.077718e-07,0,0,0,0,0,0,0,1.184254e-07,0,0,0,0,0,3.801188e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
