"","CBJMR00700","CBJMR01400","CBJMR02800","CBJMR04200","CBJMR04201","CBJMR04202","CBJMR04203","CHCFR00700","CHCFR01400","CHCFR02800","CHCFR04200","CHCFR05601","CHCFR05602","CHCFR05603","DGYFR06201","DGYFR06202","DGYFR06203","DGYMR06201","DGYMR06202","DGYMR06203","DHCFR07801","DHCFR07802","DHCFR07803","DHCMR07801","DHCMR07802","DHCMR07803","DHKFR23501","DHKFR23502","DHKFR23503","DSLFR04101","DSLFR04102","DSLFR04103","DSLMR04101","DSLMR04102","DSLMR04103","DSTFR04001","DSTFR04002","DSTFR04003","DSTMR04001","DSTMR04002","DSTMR04003","HBJMR00700","HBJMR01400","HBJMR02800","HBJMR04200","HBJMR04201","HBJMR04202","HBJMR04203","HHCFR00700","HHCFR01400","HHCFR02800","HHCFR04200","HHCFR05601","HHCFR05602","HHCFR05603","LBJMR00700","LBJMR01400","LBJMR02800","LBJMR04200","LBJMR04201","LBJMR04202","LBJMR04203","LHCFR00700","LHCFR01400","LHCFR02800","LHCFR04200","LHCFR05601","LHCFR05602","LHCFR05603","MBJMR00700","MBJMR01400","MBJMR02800","MBJMR04200","MBJMR04201","MBJMR04202","MBJMR04203","MHCFR00700","MHCFR01400","MHCFR02800","MHCFR04200","MHCFR05601","MHCFR05602","MHCFR05603","NBJMR00100","NBJMR00700","NBJMR01400","NBJMR02800","NBJMR04200","NBJMR04201","NBJMR04202","NBJMR04203","NHCFR00100","NHCFR00700","NHCFR01400","NHCFR02800","NHCFR04200","NHCFR05601","NHCFR05602","NHCFR05603"
"Komagataeibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kosakonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.579328e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739336e-06,0,0,0,0,0,0,0
"Kribbella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.499816e-07,0,2.69464e-07,0,0,0,0,6.684755e-08,0,0,0,9.637192e-07,0,6.721746e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kuraishia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.150741e-07,5.899368e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.326006e-07,0,0,0,0,0,0,0,0,0,2.363637e-07
"Kurthia",0,2.867091e-08,6.326654e-08,1.475041e-07,0,0,0,3.333916e-06,2.615889e-07,7.346328e-08,1.629767e-07,0,1.256472e-07,2.748458e-08,1.07495e-07,0,3.016639e-05,0,0,7.019709e-08,2.310313e-08,1.805418e-07,0,6.22541e-07,0,1.734126e-06,1.578473e-07,2.156852e-07,2.970901e-07,1.132588e-07,0,4.431325e-08,1.620686e-07,0,1.66523e-08,0,0,1.713158e-08,0,0,0,0,1.76875e-06,3.085383e-08,3.49349e-08,0,2.487494e-08,1.42295e-07,9.55655e-07,2.63287e-07,1.653322e-07,5.855019e-08,1.883913e-08,4.994028e-07,1.372936e-07,0,9.929557e-07,4.797408e-07,1.847498e-07,0,3.587984e-07,5.656497e-07,3.363034e-06,6.952771e-08,1.535272e-08,4.365925e-07,1.559778e-07,5.227235e-08,0,0,4.006606e-07,0,1.029467e-07,3.663475e-07,1.406424e-07,0,7.935024e-06,2.743393e-07,1.005558e-07,2.323103e-07,7.424474e-07,1.825014e-07,3.818888e-07,0,3.672142e-07,8.210425e-07,2.705601e-07,0,0,8.668184e-07,7.138176e-07,1.41395e-06,3.914942e-06,1.588678e-07,4.881922e-08,6.287253e-07,0,1.510588e-07,1.238688e-05
"Kutzneria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.281544e-07,0,0,8.077215e-08,0,4.868459e-08,0,4.713605e-08,0,2.375247e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.181384e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kytococcus",0,0,0,7.088411e-08,7.220951e-08,6.542166e-08,0,1.151901e-07,0,0,0,0,5.788314e-08,0,8.044618e-06,0,6.077612e-06,3.390015e-08,1.084313e-07,1.20607e-06,4.631323e-07,8.2444e-06,3.145591e-07,1.030685e-06,4.097667e-07,5.404213e-05,0,6.41058e-07,2.086415e-07,0,5.705075e-08,0,0,0,0,0,8.565091e-08,0,0,0,0,7.999867e-08,0,0,0,0,5.156722e-08,0,2.309778e-07,0,0,1.715418e-07,1.171639e-07,0,6.121864e-08,0,0,0,0,4.457133e-08,0,0,0,0,9.548131e-08,0,3.592792e-08,0,0,0,1.845763e-07,0,7.113818e-08,0,0,0,4.422526e-08,3.451888e-08,6.285795e-08,0,9.621137e-08,0,0,0,1.522514e-07,0,1.246416e-07,0,1.636951e-07,0,0,0,7.24361e-08,4.70489e-08,4.63862e-08,0,0,5.834944e-08,3.885431e-08
"Labrenzia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.281656e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoanaerobaculum",7.72945e-07,3.387482e-06,3.135043e-06,7.413239e-06,6.149984e-06,6.462498e-06,3.293987e-07,1.329321e-05,2.604696e-06,4.262806e-06,4.074601e-06,6.266358e-06,3.807335e-06,3.592667e-06,8.591273e-06,4.552137e-06,1.860362e-06,1.797064e-06,4.986705e-07,4.562337e-06,6.622955e-06,3.813281e-06,2.678212e-06,8.90845e-07,9.19922e-06,3.410269e-06,6.478908e-06,1.254726e-06,1.927371e-07,5.446804e-06,2.10911e-06,1.549562e-05,1.201899e-05,2.565176e-05,1.885339e-05,2.563842e-05,3.747758e-06,4.920407e-06,1.957298e-05,5.929989e-06,7.948012e-06,4.005379e-06,9.081179e-07,1.664773e-06,6.109839e-06,7.187621e-06,3.515362e-06,7.026063e-06,1.132008e-05,3.411367e-06,3.80143e-06,1.398447e-06,2.904088e-06,7.087e-06,2.810962e-06,0,7.475368e-07,8.389428e-06,6.59761e-06,7.82526e-06,1.546026e-06,2.80979e-06,3.412977e-06,3.961913e-06,3.66502e-06,2.321972e-06,3.847518e-06,3.190396e-06,4.656661e-06,3.003813e-06,4.85191e-06,1.264862e-06,4.580365e-06,2.10675e-06,9.703353e-06,5.822847e-06,3.176817e-06,2.221224e-06,6.170487e-06,1.818949e-06,3.313709e-06,3.554375e-06,3.82834e-06,1.85534e-06,1.187578e-06,7.726044e-07,2.018527e-06,5.705642e-06,1.131853e-06,7.464944e-06,5.684741e-06,0,4.514686e-06,2.627068e-06,2.533889e-06,1.395266e-06,1.661371e-06,6.000819e-06,6.713888e-06
"Lachnobacterium",0,0,0,0,0,0,0,7.376208e-08,5.342391e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.906577e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.481354e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.614851e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.974842e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium",4.756625e-05,6.640481e-05,6.912552e-05,0.0001070937,0.0001054785,8.756051e-05,2.954185e-07,0.0001440935,7.769012e-05,7.405579e-05,7.460888e-05,9.783003e-05,7.886224e-05,6.863162e-05,9.132952e-05,8.324096e-05,1.662268e-05,7.230422e-05,3.765401e-05,8.347491e-05,0.0001368679,8.880135e-05,0.0001581549,4.66231e-06,6.326358e-05,3.844522e-05,6.995901e-05,6.005063e-07,4.422285e-06,9.213457e-05,6.798067e-05,9.678801e-05,7.855849e-06,1.17057e-05,7.8694e-05,0.0001428626,0.0001314987,0.0001318451,0.0001347506,9.218157e-05,8.566226e-05,9.259301e-05,5.547182e-06,6.940596e-06,0.0001195349,0.0001108919,4.791726e-05,1.613392e-05,7.683292e-05,9.633269e-05,8.592343e-05,4.58568e-05,8.882723e-05,0.0001014019,4.784801e-05,4.865044e-05,4.713039e-05,8.243298e-05,9.471511e-05,0.0001036925,6.58351e-06,3.704136e-05,0.0001337652,8.96312e-05,9.828962e-05,6.412934e-05,7.887684e-05,9.663279e-05,8.155457e-05,0.000102247,0.0001566429,1.912041e-05,0.0001131399,0.0001266908,2.286159e-05,7.939514e-05,0.000212517,9.388652e-05,9.133987e-05,6.767321e-05,5.446747e-05,7.977905e-05,7.930782e-05,2.684362e-05,0.000149707,0.0001064681,7.183675e-05,0.0001647018,5.791954e-06,0.0001518767,8.055006e-05,2.980199e-05,0.0001868447,0.0001297878,0.0001020542,4.849195e-05,7.98891e-05,0.0001084407,0.0001405384
"Lachnospira",0,6.28821e-08,0,1.081642e-06,7.730299e-07,6.921422e-08,0,0,0,1.454191e-07,4.454632e-08,0,0,1.827266e-07,1.94839e-06,3.663647e-08,1.960843e-08,0,0,9.538977e-08,1.562565e-07,1.039218e-06,5.005002e-06,0,0,1.181099e-07,3.624078e-06,0,0,2.004858e-06,0,1.374835e-06,9.896857e-07,1.608509e-06,4.131226e-08,2.872337e-07,3.075008e-07,8.713349e-07,3.397607e-07,4.29687e-06,2.981478e-07,3.916305e-06,0,0,9.6742e-07,1.293949e-06,0,7.425724e-07,0,0,1.489302e-07,5.357743e-08,0,5.011133e-07,7.169455e-08,0,0,2.289184e-06,8.003447e-07,1.887745e-06,7.286664e-08,1.905683e-06,0,0,0,0,0,0,3.02457e-07,0,0,3.243403e-07,3.388308e-07,1.789722e-06,2.061773e-07,9.633806e-06,0,1.065285e-07,4.150347e-08,0,0,4.887051e-07,1.091366e-07,0,0,0,6.593359e-08,1.324775e-06,3.516015e-07,3.822303e-07,2.812593e-06,0,0,0,0,0,0,1.243254e-07,2.581553e-07
"Lacinutrix",0,3.719027e-07,0,8.87064e-08,9.036504e-08,1.637411e-07,0,4.324565e-07,5.220279e-08,2.509519e-07,7.687422e-08,1.277075e-07,0,2.4956e-07,1.411021e-07,4.766929e-07,0,8.484723e-08,0,9.081106e-07,5.993611e-08,4.200785e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.444422e-08,0,0,0,0,0,0,1.178204e-06,0,0,0,0,4.548156e-08,0,5.587361e-08,9.774815e-08,1.741965e-07,3.830538e-08,0,4.954403e-07,0,0,0,0,0,7.789885e-08,0,6.770989e-07,2.452012e-07,6.294571e-07,0,3.917982e-07,0,1.15492e-07,2.035003e-07,5.341461e-07,0,0,0,1.827135e-07,1.378783e-07,1.298466e-07,1.497179e-07,1.297606e-07,2.761854e-07,2.345876e-07,0,0,0,1.5598e-07,5.71286e-07,0,4.873989e-07,0,0,6.001848e-08,2.355133e-07,1.187487e-07,5.471728e-08,2.243411e-07,0,2.917404e-07
"Lacticigenium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.247426e-07,0,0,0,0,0,0,0,0,2.692558e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus",0.02185601,0.05160833,0.001733124,0.005449793,0.00554194,0.01712662,0.3657703,0.02068169,0.01505631,0.01072207,0.01607941,0.00910744,0.01016408,0.1146722,0.00592494,0.002875135,0.2292757,0.002679362,0.0003624574,0.01962652,0.03377884,0.01735857,0.001744547,0.2662573,0.006049671,0.01013766,0.03958929,0.5961371,0.4162129,0.03096009,0.01370166,0.0540589,0.5738014,0.2224215,0.08287861,0.002873858,0.002810532,0.006700623,0.01974041,0.01118127,0.1404913,0.01252878,0.4995509,0.2561593,0.005096333,0.01801804,0.06343772,0.02395216,0.03727911,0.005615551,0.01952459,0.04274849,0.007128942,0.0184151,0.3127286,0.009928365,0.295788,0.00497181,0.08633822,0.002171843,0.1257024,0.04839074,0.03711401,0.02270368,0.02130955,0.0126788,0.009738067,0.01940992,0.01764537,0.009318371,0.05040667,0.2269431,0.002027729,0.000487463,0.03987916,0.01739412,0.008710968,0.01324005,0.09598985,0.005719974,0.2181175,0.004867277,0.03388036,0.009865083,0.008837666,0.05516894,0.006179022,0.007100528,0.1909977,0.03562482,0.00280482,0.03163554,0.009806435,0.0252742,0.03830364,0.02280482,0.0112668,0.01532668,0.006160175
"Lactococcus",6.974893e-06,2.459777e-05,1.385436e-06,6.15018e-06,1.033483e-05,6.447362e-06,5.811862e-05,2.290961e-06,7.513415e-06,4.841508e-06,3.487711e-06,2.912594e-06,1.242851e-05,1.892073e-05,1.308418e-06,2.32365e-06,8.966993e-05,2.263279e-06,1.400824e-06,8.430336e-06,2.760052e-05,9.688157e-06,2.48012e-06,5.861844e-05,6.025282e-06,2.672644e-06,3.515513e-06,0.0002893801,0.000160066,5.909757e-06,6.507756e-07,6.192135e-06,0.0005596469,2.852897e-05,4.173364e-06,6.598949e-06,9.090133e-07,1.821898e-06,9.287742e-05,3.262274e-06,2.188178e-06,2.627663e-06,5.341042e-06,0.0002899247,2.735571e-06,5.74671e-06,4.892167e-05,0.0001147853,1.785165e-06,2.961933e-06,1.094364e-05,4.783881e-06,1.582817e-05,1.759989e-05,1.973267e-05,0,5.58953e-05,9.688631e-06,3.528117e-05,3.983532e-06,0.0001297314,0.0001030083,2.068139e-06,5.292174e-06,3.691539e-06,1.628512e-06,1.405947e-05,1.558042e-05,1.032807e-05,9.296153e-06,1.004527e-05,0.0002050964,5.401999e-06,6.760736e-07,6.607243e-05,9.530741e-06,1.231735e-06,2.951504e-06,3.691508e-05,1.879005e-06,1.313597e-05,7.266046e-06,2.154253e-05,1.694369e-05,5.702606e-07,2.583352e-06,1.796884e-06,1.497292e-05,0.0005327787,3.56517e-05,8.389683e-06,0.0001911118,9.675622e-06,6.770632e-06,1.092302e-05,9.621313e-05,5.872114e-06,8.423639e-06,5.100822e-05
"Lawsonia",0,0,2.101047e-06,1.220468e-06,3.764379e-06,4.779535e-06,0,0,0,6.347374e-07,9.4102e-07,7.829401e-07,1.823432e-06,1.93967e-06,2.268881e-06,2.340162e-06,8.662738e-07,1.690508e-06,2.280868e-07,1.426315e-06,3.524401e-07,6.530669e-07,0,0,9.987962e-07,6.691678e-08,2.580202e-06,0,1.662587e-07,0,0,0,0,2.60154e-08,5.324045e-08,0,1.498155e-06,0,0,0,0,0,0,3.59157e-07,3.913065e-06,6.464454e-07,1.883383e-06,3.896172e-07,0,0,5.873305e-08,9.380254e-07,1.422389e-06,9.935717e-07,4.157183e-08,0,0,8.654423e-07,1.696381e-06,9.246063e-06,5.009205e-07,3.5557e-06,0,0,0,6.256253e-07,2.061191e-06,6.574673e-07,1.171315e-07,0,0,7.305795e-07,2.28804e-06,4.552332e-07,6.095956e-08,2.745063e-07,0,0,0,7.454012e-07,2.078974e-07,4.138627e-07,5.525637e-07,0,0,0,7.659494e-07,6.837428e-06,0,9.579374e-06,4.787221e-06,0,0,0,1.745888e-07,4.216627e-07,2.409858e-07,1.071488e-06,2.611756e-07
"Leadbetterella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138324e-06,0,7.488752e-08,4.738808e-06,0,0,2.231664e-07,0,0,0,0,2.299374e-07,1.947142e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.580904e-07,0,0,0,0,0,0,0,0,0,0
"Lechevalieria",0,0,0,0,0,0,0,0,1.30507e-07,0,0,0,0,0,2.825054e-07,0,6.868576e-08,0,0,2.651971e-08,0,0,0,0,0,2.703555e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leclercia",0,5.709033e-08,1.259781e-07,2.141189e-07,0,0,7.190534e-08,0,0,2.184904e-08,0,1.120092e-07,0,8.68464e-08,5.344776e-08,4.236732e-08,6.809445e-07,6.658415e-08,0,0,0,0,0,3.755291e-06,0,0,0,0,0,0,5.319412e-08,0,9.243741e-08,8.271193e-07,0,0,0,1.010096e-07,0,0,0,0,1.497594e-06,1.163887e-06,0,1.236622e-06,1.496506e-06,9.714074e-06,0,3.569181e-08,2.452968e-08,0,0,0,0,0,5.487472e-07,0,2.042889e-07,0,1.032081e-06,9.108115e-07,7.529421e-07,1.310824e-07,0,0,0,0,3.645118e-08,2.875787e-07,2.25051e-06,8.695842e-07,0,7.160224e-08,4.730957e-06,5.201468e-07,0,0,0,0,1.349464e-06,0,2.192993e-08,0,3.090998e-07,3.241333e-07,1.311303e-07,4.788077e-08,2.949184e-06,3.104621e-06,0,3.031619e-06,4.024228e-08,0,1.213269e-07,2.894206e-07,0,2.917472e-08,1.447661e-07
"Legionella",0,0,0,0,0,0,0,6.781352e-08,0,0,3.106926e-08,1.095993e-07,0,0,0,4.077747e-08,0,1.71458e-08,0,5.150522e-08,1.733689e-07,1.182364e-07,0,0,2.118057e-08,9.945147e-08,5.042187e-08,0,0,0,2.205274e-07,5.331995e-07,2.977119e-07,3.177795e-07,0,0,0,8.363159e-08,0,0,0,0,0,0,1.705424e-07,0,0,0,2.746988e-07,0,8.967842e-08,0,0,0,0,0,0,0,0,0,0,7.223716e-08,0,0,5.357541e-08,0,1.817139e-08,1.275895e-07,0,0,0,0,0,3.019344e-06,0,0,0,4.324139e-08,1.74928e-08,4.033971e-08,0,0,7.357137e-08,0,0,0,0,0,0,1.310212e-07,0,0,0,2.769814e-07,4.705511e-07,2.937277e-08,0,9.697983e-08,4.575301e-08
"Leifsonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02784e-06,0,2.402449e-06,2.946084e-08,2.58205e-07,2.787128e-07,0,2.98916e-07,1.834662e-07,2.301696e-07,6.850365e-08,3.988749e-06,0,4.831273e-07,7.658408e-08,0,0,0,7.214907e-08,8.255166e-08,1.200023e-07,0,0,0,0,0,0,0,0,8.64669e-08,0,0,5.703647e-08,1.148345e-07,1.122203e-07,0,0,0,0,0,0,0,0,0,0,0,1.075371e-07,3.628579e-07,1.49395e-07,0,0,0,0,0,0,0,0,3.200933e-07,0,0,0,0,0,2.862242e-08,0,0,0,0,2.641752e-08,0,0,0,0,0,3.737051e-07,2.462022e-07,0,0,0,0,3.935799e-08,6.938785e-08,2.308036e-08,0,0
"Leisingera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.321058e-08,0,0,0,0,0,0,0,0,6.484236e-08,0,4.609197e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lelliottia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptospira",0,0,0,0,0,0,0,1.126189e-06,2.776744e-08,1.508526e-07,2.399759e-06,1.214956e-06,2.385616e-06,1.606609e-06,4.672595e-07,0,0,1.827479e-07,0,4.012102e-08,9.160541e-08,0,0,0,0,0,0,0,2.974217e-08,6.131882e-08,3.174671e-07,0,0,0,1.809609e-07,0,0,3.10519e-07,0,0,0,0,0,0,4.820804e-08,0,3.43259e-08,0,0,0,1.682336e-06,7.553728e-06,9.544079e-07,2.138382e-06,6.61713e-07,3.158843e-05,7.741255e-07,0,0,0,0,0,3.751469e-07,0,3.50248e-07,2.836126e-06,1.924842e-06,1.925292e-06,1.471345e-06,7.764624e-06,0,0,0,0,0,0,3.806531e-07,0,6.501616e-07,3.673337e-06,1.331949e-06,2.607759e-06,1.527001e-06,1.186092e-05,0,2.894047e-07,0,0,0,0,0,2.226972e-05,0,2.835475e-07,5.379341e-07,2.95896e-06,3.155553e-06,1.304908e-06,9.457147e-07
"Leptospirillum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.734758e-07,0,1.528531e-07,0,1.867667e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73655e-07
"Leptothrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptotrichia",0,0,6.244132e-07,2.069816e-07,0,0,0,1.94051e-07,0,1.376141e-06,5.174226e-07,0,1.690188e-07,0,0,0,1.852481e-07,0,0,0,0,0,0,5.924257e-06,0,0,0,0,0,2.114164e-07,4.558055e-07,0,0,1.944309e-07,3.876997e-07,2.748693e-06,6.829672e-07,8.296254e-07,4.224794e-06,0,8.020939e-07,0,0,0,2.883717e-07,0,5.943801e-07,2.411525e-06,5.407998e-06,2.067344e-07,1.895476e-07,9.826722e-07,1.140395e-07,0,0,0,0,0,4.247058e-07,0,1.754552e-06,1.414327e-06,2.097277e-07,0,1.810425e-07,0,8.174767e-07,0,6.201188e-07,0,5.318711e-07,0,2.077235e-07,0,5.181562e-07,0,0,1.044532e-07,1.057463e-06,2.687245e-07,2.329036e-07,5.523708e-07,1.052637e-07,0,7.694551e-07,0,0,5.831878e-07,0,0,5.083501e-07,0,0,0,2.024125e-07,8.642524e-07,0,0,0
"Leucobacter",3.058057e-05,6.922272e-06,2.791516e-06,4.291102e-06,5.726386e-06,3.377102e-06,2.787878e-07,1.051281e-05,1.468239e-05,1.581526e-05,7.045019e-06,3.625082e-06,5.895696e-06,7.614074e-06,0.0001021326,4.730956e-06,0.0009382169,5.529518e-06,6.58702e-06,2.191299e-05,8.727793e-06,9.20021e-05,8.523e-06,2.383716e-05,2.847846e-05,0.0003371392,6.11576e-06,8.123988e-05,1.409651e-05,4.712043e-06,3.051908e-06,2.614706e-06,8.310146e-06,1.838748e-06,3.479759e-06,5.359318e-06,1.159005e-05,6.597739e-06,4.236452e-06,1.450099e-06,3.310487e-06,2.50507e-06,6.239979e-06,3.19406e-05,5.588074e-06,1.122909e-06,3.788106e-05,6.343108e-06,8.677016e-06,8.412569e-06,9.314518e-06,1.581044e-05,5.595159e-06,6.675534e-06,5.035284e-06,5.89229e-05,7.358418e-06,5.668597e-06,1.141625e-05,6.695151e-06,6.441078e-05,6.483045e-05,9.590534e-06,6.140957e-06,8.238362e-06,1.174882e-05,5.255254e-06,8.493187e-06,6.864619e-06,1.496801e-05,6.743338e-06,3.098454e-05,4.004836e-06,2.13539e-06,5.913876e-06,2.625402e-06,5.628591e-06,6.334666e-06,7.846223e-06,9.240117e-06,8.731263e-06,4.10554e-06,9.342262e-06,1.643372e-05,4.899518e-06,4.494141e-06,3.703563e-06,3.945096e-06,3.454946e-05,3.659708e-05,1.532913e-06,1.555532e-05,8.123802e-06,7.000602e-06,6.457305e-06,3.483383e-05,1.057764e-05,8.241898e-06,7.729259e-06
"Leuconostoc",5.148166e-06,1.817822e-06,1.367173e-07,2.800133e-06,1.832412e-06,1.876815e-07,8.947008e-07,9.910951e-07,3.651351e-07,9.353683e-07,4.692778e-07,5.816195e-07,4.78524e-07,3.209122e-06,1.683061e-07,7.989787e-07,1.577247e-05,1.139531e-07,0,2.441912e-06,9.508633e-07,5.090379e-07,2.428479e-07,1.456557e-05,1.356449e-06,2.018556e-06,1.403399e-07,4.462636e-06,2.419506e-06,1.438143e-06,2.360285e-06,1.365936e-06,9.652536e-06,5.786885e-07,1.585102e-06,2.124846e-07,3.320879e-07,8.02749e-07,5.530078e-06,6.720481e-07,4.532416e-07,1.200033e-07,3.530126e-05,1.39068e-05,7.305384e-07,1.898531e-06,2.195675e-05,5.199546e-06,5.700932e-06,8.989895e-07,7.189371e-07,2.873171e-06,1.039409e-06,1.504789e-06,5.953994e-06,0,1.010981e-05,1.555314e-06,4.08263e-05,1.1335e-06,0.0001102549,0.0001570241,1.031918e-05,6.140086e-07,1.288894e-06,5.90193e-07,2.934019e-07,7.135305e-07,2.800077e-07,0,9.926931e-07,4.254798e-05,1.604032e-06,8.198729e-08,2.597686e-05,4.234099e-06,3.035065e-06,3.046714e-07,4.259702e-06,1.722466e-07,7.190632e-06,3.177548e-07,1.810573e-07,9.804261e-06,6.535998e-07,2.132456e-06,1.222127e-06,8.723541e-06,0.0001686997,7.860598e-05,6.320839e-07,2.796211e-05,2.186532e-06,1.851025e-06,1.702437e-06,3.948604e-06,3.510396e-07,6.645643e-07,2.26551e-06
