"","CBJMI00700","CBJMI01400","CBJMI02800","CBJMI04200","CBJMI04201","CBJMI04202","CBJMI04203","CHCFI00700","CHCFI01400","CHCFI02800","CHCFI04200","CHCFI05601","CHCFI05602","CHCFI05603","DGYFI06201","DGYFI06202","DGYFI06203","DGYMI06201","DGYMI06202","DGYMI06203","DHCFI07801","DHCFI07802","DHCFI07803","DHCMI07801","DHCMI07802","DHCMI07803","DHKFI23501","DHKFI23502","DHKFI23503","DSLFI04101","DSLFI04102","DSLFI04103","DSLMI04101","DSLMI04102","DSLMI04103","DSTFI04001","DSTFI04002","DSTFI04003","DSTMI04001","DSTMI04002","DSTMI04003","HBJMI00700","HBJMI01400","HBJMI02800","HBJMI04200","HBJMI04201","HBJMI04202","HBJMI04203","HHCFI00700","HHCFI01400","HHCFI02800","HHCFI04200","HHCFI05601","HHCFI05602","HHCFI05603","LBJMI00700","LBJMI01400","LBJMI02800","LBJMI04200","LBJMI04201","LBJMI04202","LBJMI04203","LHCFI00700","LHCFI01400","LHCFI02800","LHCFI04200","LHCFI05601","LHCFI05602","LHCFI05603","MBJMI00700","MBJMI01400","MBJMI02800","MBJMI04200","MBJMI04201","MBJMI04202","MBJMI04203","MHCFI00700","MHCFI01400","MHCFI02800","MHCFI04200","MHCFI05601","MHCFI05602","MHCFI05603","NBJMI00100","NBJMI00700","NBJMI01400","NBJMI02800","NBJMI04200","NBJMI04201","NBJMI04202","NBJMI04203","NHCFI00100","NHCFI00700","NHCFI01400","NHCFI02800","NHCFI04200","NHCFI05601","NHCFI05602","NHCFI05603"
"Anaerovibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.003318e-07,2.82023e-07,0,0,0,1.215722e-07,0,0,0,0,0,0,0,0,0,4.587459e-07,0,0,0,5.857266e-07,0,0,0,0,3.339275e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.022433e-08,0,0,0,0,0,0,4.557112e-07,0,0,0,0,0,0,0,6.674505e-07,0,0,0,0,0,0,0,0,0
"Anaerovorax",9.260929e-07,0,0,6.23086e-07,0,0,0,0,0,0,0,0,0,1.324595e-07,0,5.731677e-07,1.043183e-06,0,2.163521e-07,1.069385e-07,1.473429e-07,0,0,0,5.865053e-07,1.847233e-07,0,0,0,7.069794e-07,0,5.837495e-08,0,1.012224e-06,0,1.031641e-06,0,3.620973e-07,0,0,0,0,0,0,0,0,0,0,0,0,4.103497e-08,0,0,0,1.541961e-07,5.17065e-07,0,4.172336e-07,0,0,0,0,0,5.437251e-07,0,0,0,1.367005e-07,0,0,0,0,0,0,0,0,0,0,1.032285e-07,0,0,4.427596e-07,2.544076e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.324826e-07,0,1.506679e-07
"Anaplasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.328541e-07,8.645583e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.101939e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545773e-07,0,0,0,0,0,0,0,0
"Ancylobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.878627e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225681e-07,0,4.022299e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.082186e-06,0,3.471694e-07,0,9.803179e-07,6.029462e-07,0,1.444012e-07,0,0,0,0,0,0
"Aneurinibacillus",0,0,0,0,9.179727e-08,0,0,0,2.761737e-08,1.01961e-07,7.075269e-07,0,1.133412e-07,1.014361e-07,0,1.454645e-07,3.303838e-07,0,0,1.128103e-07,0,0,0,3.80218e-08,0,0,0,6.328904e-08,0,2.7498e-07,2.88478e-07,3.407835e-08,5.943525e-07,9.611938e-07,5.95338e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125113e-07,3.980392e-07,0,0,1.401394e-08,0,1.420764e-07,0,0,0,0,0,0,0,6.323901e-08,0,6.630732e-08,4.435287e-08,0,0,0,0,0,0,0,0,0,0,0,0,9.065757e-08,3.784092e-08,1.630966e-07,0,0,0,0,8.72773e-08,0,0,0,0,0,0,0,4.848802e-07,0,6.763587e-08,0,0
"Anoxybacillus",0,0,0,0,0,0,0,1.203271e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36192e-07,0,0,0,0,0,2.865539e-07,0,0,0,0,9.125543e-08,0,0,0,0,0,0,0,7.006438e-07,6.022764e-07,9.027314e-08,0,0,0,0,0,0,6.033526e-08,0,0,0,0,3.234489e-07,1.365913e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.44333e-06,4.113871e-08,0,0,0,0,0,0,0,2.493781e-07,0,0,0,0,0,3.77561e-07,0,0,0,0,0,0,0
"Aquabacterium",0,1.160441e-07,6.321435e-07,3.105735e-07,3.499203e-08,0,0,9.26415e-07,1.610636e-06,0.000121902,3.214521e-05,2.227089e-08,6.381648e-08,2.639049e-07,3.213994e-07,2.280384e-07,2.120662e-07,7.315414e-08,2.374292e-07,2.510592e-07,4.678295e-08,2.294866e-07,8.129161e-08,2.805913e-07,2.831778e-07,2.146309e-08,9.750035e-08,0,1.819713e-07,6.085439e-07,2.523664e-07,1.013078e-06,4.135533e-08,9.365827e-07,1.056086e-08,4.707025e-07,4.034749e-08,1.632226e-07,1.873521e-08,0,1.366913e-07,0,8.510492e-08,3.284618e-07,3.733405e-08,1.260178e-08,0,2.659793e-07,3.04947e-05,3.953435e-06,2.034833e-05,2.722563e-06,1.361811e-07,9.643257e-09,5.597879e-08,2.710823e-07,1.833981e-07,3.351332e-07,2.556044e-07,0,5.709803e-07,6.182834e-07,4.921761e-06,1.57272e-05,1.604598e-05,1.024017e-05,6.497902e-08,6.090618e-08,5.446337e-08,0,5.214621e-06,0,2.994825e-07,5.349381e-07,8.050106e-08,0,3.324121e-06,1.076311e-06,1.169495e-05,1.664413e-05,9.491453e-08,5.34197e-07,2.756837e-07,0,0,0,3.585691e-06,6.600376e-07,0,7.764894e-08,0,2.360284e-06,7.46737e-07,1.029245e-05,2.918468e-05,1.083188e-05,4.475548e-07,6.004028e-08,4.375834e-08
"Aquimarina",1.35827e-07,0,0,2.450805e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.493267e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.573513e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.574544e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aquincola",0,0,9.224836e-08,0,0,0,0,0,1.915955e-08,1.181135e-07,6.001344e-08,0,0,0,6.384442e-08,0,3.456676e-08,0,0,0,0,0,7.341027e-08,0,0,0,0,0,0,0,0,0,0,7.779182e-08,0,0,0,0,0,0,4.521982e-08,2.055785e-06,0,0,0,0,0,0,2.11225e-06,0,1.068494e-07,0,0,0,0,0,0,0,1.725158e-07,0,0,0,2.768154e-07,5.063701e-08,2.484512e-08,0,0,0,0,0,0,0,0,1.189098e-07,0,0,0,0,4.242266e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.080034e-08,3.216417e-08,0,0,0,0
"Arcanobacterium",0,0,2.965492e-07,0,0,3.356081e-07,0,0,0,0,0,2.788462e-08,8.380625e-07,5.309327e-08,1.110981e-06,2.543647e-06,1.615834e-06,4.627171e-07,6.451542e-07,2.456855e-07,1.161695e-06,1.676286e-06,9.240495e-07,1.592801e-07,1.519359e-06,4.677125e-06,0,2.67926e-07,1.524385e-07,0,0,0,0,0,0,0,5.720864e-08,0,9.383088e-08,0,0,0,0,1.15493e-07,0,0,0,1.199206e-07,0,0,0,0,2.463192e-07,0,0,0,0,2.028166e-07,0,1.378098e-07,1.699371e-07,0,0,0,0,5.205947e-08,6.964501e-08,0,6.565917e-08,0,0,1.772873e-07,2.081266e-07,3.8976e-07,0,0,0,0,0,1.423549e-07,0,0,2.945772e-07,0,0,0,7.519552e-08,0,0,0,0,0,0,2.401989e-07,0,0,1.183316e-08,0,2.191534e-07
"Archaeoglobus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.398096e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arcobacter",0,0,0,0,0,0,0,0,0,1.283035e-07,0,0,2.139358e-07,0,1.034441e-07,0,2.167829e-07,0,0,0,0,0,0,0,0,0,0,1.32907e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.459131e-07,2.445761e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50336e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.981599e-07,0,0
"Arenibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.092217e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296746e-07,5.668157e-06,0,0,0,0,0,0,0,0,0,0,7.910867e-08,0,0,6.858143e-07,0,0,0,0,0,0,0,0,0,9.072e-08,0,0,5.340286e-08,1.408103e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.528896e-08,0,0,0,0,0
"Arenimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.962259e-07,0,0,0,2.853308e-07,0,7.585414e-08,0,0,0,0,0,6.977627e-08,0,0,6.742775e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.099482e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhodomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.853932e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arsenicicoccus",0,0,3.49474e-07,1.866095e-07,0,7.406704e-07,3.348848e-07,0,0,0,0,0,0,0,0,0,1.508477e-07,1.034833e-07,9.940014e-08,1.069385e-07,5.399815e-07,1.971994e-07,2.735171e-07,0,0,4.228188e-08,0,8.176605e-08,3.976497e-08,0,0,0,1.425254e-07,0,0,0,0,1.73177e-07,0,7.654646e-08,0,0,0,1.635455e-07,0,0,0,0,0,5.473408e-07,0,0,0,0,0,0,0,8.638221e-07,6.155431e-07,1.275725e-07,2.730707e-07,7.557988e-07,0,0,4.78942e-08,0,0,0,0,0,0,6.293109e-07,1.162928e-06,1.216592e-07,1.128135e-07,0,0,0,0,1.031433e-07,0,0,0,0,0,0,2.599617e-07,3.138971e-07,2.018445e-07,9.192724e-07,0,0,2.49563e-07,0,0,7.424566e-07,0,2.283796e-06,0
"Arsenophonus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arthrobacter",2.975429e-06,2.293359e-06,1.307463e-05,2.214088e-05,2.209701e-05,0.0002215117,1.789377e-06,0.0001119866,0.000180147,7.387743e-05,6.030351e-06,3.043584e-05,1.482748e-05,6.705649e-06,0.0001063007,0.0001783686,0.000218347,0.0001942628,0.00021294,6.40141e-05,0.0001710968,0.0001362684,0.0001542075,1.825208e-05,0.0001117523,0.0002569377,5.356215e-06,1.077957e-05,7.922801e-06,1.198101e-06,3.747665e-07,7.4809e-07,7.831779e-07,8.180951e-07,4.432352e-07,3.687996e-06,3.466385e-06,3.274949e-06,4.208621e-06,1.880852e-07,1.133222e-06,1.545359e-06,3.326354e-06,1.784263e-05,2.058268e-06,2.397682e-06,5.85702e-06,1.043203e-05,0.0008551804,0.0002343059,7.511996e-05,3.038277e-06,1.175937e-05,1.213071e-06,6.571712e-07,5.588367e-07,1.825045e-06,2.518443e-05,1.762761e-05,1.905641e-06,3.800288e-05,0.000102724,0.0002210793,0.0002076014,9.498627e-05,4.976101e-05,5.73071e-06,4.300222e-06,4.710912e-06,1.519147e-06,4.329488e-08,9.837042e-06,1.953852e-05,6.611576e-06,2.6662e-05,0,0.0001271336,0.0001804215,8.774079e-05,1.637854e-05,1.359848e-06,2.951698e-06,4.996785e-06,0,1.952301e-05,1.914733e-06,1.941563e-05,1.622975e-05,1.22759e-05,4.624158e-05,3.422033e-05,0.0003814461,0.0006853132,0.0004373521,7.342997e-05,1.338703e-05,2.310548e-06,1.398728e-05,7.119575e-05
"Arthromitus",0.003668507,0.001450941,3.818735e-05,2.301925e-05,1.615691e-06,1.881715e-05,9.587724e-05,7.192833e-06,0.00125246,5.697083e-06,6.141125e-06,1.00135e-05,2.633931e-06,1.422924e-06,2.695017e-06,6.215021e-07,4.795932e-06,4.403439e-07,3.257879e-06,1.056024e-06,6.689796e-07,0.002394738,0.0004709243,4.353377e-05,0.0003191915,1.600574e-07,1.819221e-05,1.009207e-05,2.242481e-05,3.276467e-06,1.713581e-06,4.292881e-06,0.0009067208,3.518242e-06,3.012884e-07,6.185099e-07,3.695693e-06,1.066907e-05,1.439063e-05,1.264308e-07,1.574313e-06,0.0009992552,0.0126539,0.000121533,4.694893e-05,1.10491e-06,2.232864e-06,2.382196e-06,6.393706e-06,0.0001647378,2.48443e-05,1.565152e-06,5.221611e-05,1.497338e-05,8.248752e-06,2.905693e-05,0.01061822,0.000179783,5.441786e-05,1.104823e-06,7.313259e-05,0.002033534,0.0001768526,0.0001399576,6.409244e-06,4.416535e-05,0.0001427245,2.710559e-05,5.685282e-06,0.0003905288,1.205837e-05,4.20788e-05,0.0002083075,0.0001247187,0.0002911497,0.0001438599,3.129509e-06,0.001036653,5.500358e-06,2.731955e-05,7.842507e-06,1.227525e-05,2.544218e-05,4.163822e-05,0.0003440677,0.001608859,0.000236282,4.361623e-05,6.804195e-05,0.001554356,0.0006655861,7.775301e-07,0.0001605443,0.0005144181,2.830451e-06,2.766566e-06,4.275699e-06,4.937098e-07,0.000331143
"Arthrospira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.865696e-08,0,0,2.959208e-08,0,4.642055e-07,0,9.176531e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65699e-08,0,0,0,0,0,0,0,0,3.663439e-08,9.857022e-08,0,0,0,0,0,7.659997e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.906753e-07,0,0,0,0,0,0,0,3.828374e-08,0,0,0
"Aspergillus",7.730505e-08,1.959028e-06,3.678747e-06,1.720104e-06,2.871654e-06,6.781746e-06,3.839463e-07,5.498954e-08,0,9.998643e-07,3.087119e-07,0,1.126728e-07,2.739241e-07,2.322062e-07,0,2.029864e-07,1.656908e-07,1.908459e-07,8.749515e-08,5.135954e-08,1.527329e-07,3.864984e-07,9.132688e-08,2.338355e-07,0,2.000524e-07,1.826315e-07,2.266018e-07,1.491831e-07,0,3.608747e-07,1.446827e-06,6.04492e-07,3.137198e-08,1.485442e-07,7.840042e-08,1.011618e-06,5.620814e-07,7.769478e-08,1.459669e-07,2.211984e-06,1.434834e-06,5.16126e-06,7.149823e-07,1.401871e-06,1.483856e-06,8.321466e-06,8.878581e-07,1.979272e-07,9.771788e-07,0,1.461011e-07,2.00523e-07,1.709349e-07,0,6.638658e-07,3.13896e-06,2.309693e-06,1.547679e-06,1.05508e-05,1.154637e-05,2.487248e-07,1.473222e-07,1.858272e-06,0,8.26181e-08,8.864042e-07,2.780535e-07,0,0,2.130318e-06,2.065784e-06,3.736578e-06,9.008537e-07,0,7.801006e-08,3.742295e-07,1.555305e-06,1.806647e-07,1.7622e-07,6.438936e-07,8.34216e-08,0,2.71473e-06,4.431098e-07,6.308997e-06,2.711241e-06,1.589013e-06,2.373631e-05,8.425582e-06,0,5.627401e-07,2.861193e-07,5.49997e-07,0,6.80051e-08,1.271441e-07,1.544057e-07
"Asticcacaulis",0,0,2.77118e-07,3.397212e-07,2.280126e-07,2.923038e-07,0,1.637645e-07,2.051673e-06,2.980492e-06,6.207671e-07,2.176799e-07,3.02884e-08,1.926863e-07,0,6.189871e-07,1.466165e-08,3.71649e-07,2.507734e-08,2.55996e-07,0,0,6.875987e-08,0,0,0,7.658504e-08,7.06269e-09,2.64153e-07,4.520974e-08,1.520586e-07,7.453486e-07,6.491257e-08,0,1.236693e-08,1.53111e-08,3.929495e-08,0,4.38784e-08,0,0,0,4.079794e-07,2.826264e-08,3.072666e-08,0,0,7.099365e-08,1.052603e-05,3.197565e-07,5.514973e-07,0,3.599592e-08,0,0,0,4.638048e-07,2.320774e-07,1.412057e-07,1.95835e-07,2.794905e-07,1.048212e-06,1.043337e-06,1.96796e-07,3.727112e-07,5.15949e-07,0,0,0,2.901453e-07,0,2.774931e-08,0,3.205133e-07,0,0,4.715375e-07,3.179367e-07,3.617324e-07,3.750403e-07,0,1.497022e-08,0,0,0,0,6.764802e-08,1.379265e-08,1.092335e-07,7.52093e-07,0,2.634488e-06,1.370349e-06,4.76087e-06,5.332121e-07,3.630199e-07,0,0,0
"Atlantibacter",1.05565e-07,0,0,2.857156e-07,0,0,0,0,0,0,0,7.96534e-08,0,0,0,7.510395e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58251e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.021701e-07,0,0,8.245623e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.065688e-06,4.235928e-07,0,0,0,0,7.987968e-07,0
"Atopobium",2.712289e-06,6.010633e-07,1.740353e-06,1.770963e-06,5.013205e-07,1.414993e-06,0,8.080684e-07,1.836129e-07,1.70921e-06,2.499219e-05,2.192963e-06,4.859339e-07,7.391935e-07,0.0001796094,0.0003089968,5.400649e-05,1.683531e-05,5.99369e-05,0.0004266192,2.245185e-06,2.730608e-05,4.254794e-05,4.323931e-06,0.0002192181,1.703281e-05,2.607336e-05,1.845826e-05,0.0002651765,2.871846e-06,3.499485e-06,2.824161e-06,1.077275e-06,1.088658e-06,5.559281e-07,4.28925e-06,2.265532e-06,4.976197e-07,7.204104e-06,1.243304e-07,9.125025e-08,0,4.464951e-07,2.059024e-07,0,0,0,3.500995e-07,1.421894e-07,9.033095e-07,8.463808e-07,1.857429e-07,2.667591e-06,1.081439e-05,1.193805e-06,2.374829e-06,3.0355e-07,9.926123e-08,0,5.512391e-08,8.664853e-07,1.394446e-07,2.443612e-07,4.966536e-07,1.096612e-07,6.415462e-07,3.427613e-07,5.077258e-07,3.651272e-06,2.200675e-06,1.762566e-07,3.227027e-08,2.901983e-08,9.110672e-08,0,0,1.179564e-07,1.072444e-07,1.299206e-07,1.400402e-07,2.506745e-07,3.063738e-06,2.281884e-06,0,3.222968e-06,0,9.035099e-08,3.134367e-07,3.139398e-07,1.264268e-06,0,3.457366e-07,1.913316e-07,4.025402e-07,5.068309e-07,3.722926e-06,2.70751e-05,9.536617e-07,6.927559e-06
"Atopococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.553081e-08,0,6.239725e-08,0,9.906505e-08,0,2.15376e-07,0,0,0,1.037009e-07,2.449591e-08,0,2.215117e-07,0,0,0,0,0,0,0,0,0,0,6.758057e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.340434e-07,0
"Aurantimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546163e-07,0,0,0,6.87998e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.595525e-07,0,0,0,0,0,0,0,0,0,0,0
"Aureimonas",0,0,9.877444e-07,1.734367e-06,1.413678e-06,1.489567e-06,2.109511e-07,1.203743e-06,2.017295e-06,9.507733e-07,1.329539e-06,1.406519e-06,1.195546e-06,1.35339e-06,2.135368e-07,1.338109e-07,8.16364e-07,3.841351e-07,3.376798e-07,3.308714e-07,0,0,2.454302e-07,0,6.276636e-08,2.423532e-07,0,1.680433e-07,0,3.201393e-07,9.90915e-08,1.492462e-07,7.087751e-08,0,0,6.288486e-08,1.61647e-07,0,0,0,0,5.897327e-05,3.820265e-07,4.709849e-07,0,4.363816e-08,0,1.160417e-06,1.075214e-05,1.204454e-06,9.886035e-07,2.451547e-07,4.82166e-06,9.051795e-07,9.117385e-07,0,0,6.314351e-06,1.96491e-06,1.926669e-07,2.062878e-06,3.367352e-06,1.026601e-05,6.976321e-07,1.954274e-06,1.080928e-05,1.462696e-06,2.644348e-06,2.868043e-06,1.110025e-07,0,1.21752e-06,2.14214e-06,9.348405e-07,6.533785e-07,0,4.745984e-06,3.469003e-06,4.920076e-07,5.032469e-06,1.124415e-07,8.691983e-07,1.436711e-06,0,0,0,3.701221e-06,1.458526e-06,3.389092e-06,2.807062e-06,3.26665e-06,1.367534e-06,2.038219e-06,2.972281e-06,8.518544e-07,7.147843e-07,3.624705e-07,5.757474e-07,5.660889e-06
"Aureobasidium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.933048e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428882e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austwickia",0,0,0,0,0,0,0,0,0,0,2.133811e-07,7.334868e-08,0,0,0,0,1.286001e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.799643e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.614974e-07,0,9.397609e-08,0
"Avibacterium",0,0,0,0,0,0,0,0,0,0,0,2.402747e-06,8.10596e-08,7.488921e-07,0,0,1.698705e-07,0,0,1.089562e-07,0,0,2.828484e-07,4.675444e-06,1.076086e-05,0,0,0,4.030673e-08,0,0,0,0,0,0,0,1.453417e-06,2.285767e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212525e-07,0,6.485518e-08,0,0,0,0,0,0,0,0,0,0,0,2.630358e-06,1.974672e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244e-07,5.411746e-08
"Azoarcus",0,6.083281e-08,0,0,0,0,0,8.696021e-08,4.904844e-08,1.606359e-05,5.334094e-06,0,0,0,0,0,0,0,0,2.953801e-08,0,0,3.823049e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.965429e-08,0,0,0,2.897725e-06,1.32231e-06,3.029338e-06,3.308673e-07,0,0,0,0,0,0,3.846753e-08,0,0,0,5.061962e-07,1.755689e-06,2.475572e-06,1.79999e-06,0,0,0,0,0,0,0,7.308e-08,0,0,0,1.051126e-07,2.974175e-06,2.830092e-06,0,0,0,0,0,0,0,5.710156e-08,0,0,0,4.936296e-07,6.733078e-08,2.575993e-07,4.181687e-06,1.117442e-06,0,0,5.642033e-08
"Azonexus",1.414864e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.956234e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Azorhizobium",0,0,4.309442e-07,5.67033e-07,4.409483e-07,4.000286e-07,6.733667e-07,1.789579e-07,7.76083e-08,2.167707e-06,8.276055e-07,1.377159e-07,2.299446e-08,2.485898e-07,4.038946e-07,1.919323e-07,8.77619e-07,0,9.012168e-08,0,0,6.358675e-08,3.561319e-07,0,0,0,4.696901e-08,1.611987e-07,6.037783e-08,0,1.518059e-07,1.029305e-07,1.349976e-07,3.552494e-07,2.612197e-08,0,4.955257e-08,0,1.477368e-07,0,1.037346e-07,0,0,0,1.013353e-07,7.438767e-07,3.277156e-07,1.718414e-06,1.961276e-06,3.316e-07,6.72822e-08,2.59282e-07,0,2.38523e-08,0,2.269134e-07,0,1.045811e-06,4.206208e-07,0,3.995397e-06,0,5.447778e-07,3.483992e-07,3.098834e-07,4.33702e-07,0,0,4.181452e-08,2.280519e-07,0,2.765043e-07,2.187297e-07,2.453628e-06,1.488967e-07,0,1.260487e-06,7.560628e-08,7.870319e-08,9.16454e-07,0,0,0,0,0,0,2.002446e-07,1.660353e-06,4.54768e-07,3.08828e-07,2.933422e-06,3.97618e-07,4.049036e-07,1.520009e-07,4.736289e-07,6.297284e-08,2.740046e-08,3.955307e-07,9.969006e-08
"Azospira",0,0,0,0,0,0,0,0,0,5.334723e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.469824e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.602758e-07,9.065757e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
